ID,Name,teamType,pad10,phantomParamId,spEffectID0,spEffectID1,spEffectID2,spEffectID3,spEffectID4,spEffectID5,spEffectID6,spEffectID7,spEffectID8,spEffectID9,sosSignSfxId,mySosSignSfxId,summonStartAnimId,itemlotParamId,voiceChatGroup,roleNameColor,pad1,roleNameId,threatLv,phantomParamId_vowRank1,phantomParamId_vowRank2,phantomParamId_vowRank3,spEffectID_vowRank0,spEffectID_vowRank1,spEffectID_vowRank2,spEffectID_vowRank3,signPhantomId,nonPlayerSummonStartAnimId,pad2,
11,,0,[0|0|0],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,63010,-1,0,1,[0|0],0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
12,,13,[0|0|0],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,63010,-1,0,2,[0|0],0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
13,,16,[0|0|0],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,63010,-1,0,2,[0|0],0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
14,,0,[0|0|0],901,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,-1,0,1,[0|0],0,0,901,901,901,-1,-1,-1,-1,901,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
15,,16,[0|0|0],60,4700,9721,-1,-1,-1,-1,-1,-1,-1,-1,30011,30010,63010,5430,0,2,[0|0],331102,4,60,60,60,-1,-1,-1,-1,60,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
16,,16,[0|0|0],60,4700,-1,-1,-1,-1,-1,-1,-1,-1,-1,30011,30010,63010,5440,0,2,[0|0],331104,3,60,60,60,-1,-1,-1,-1,60,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
17,,2,[0|0|0],70,8800,-1,-1,-1,-1,-1,-1,-1,-1,-1,30001,30000,63010,5450,0,1,[0|0],331111,0,70,70,70,8801,-1,-1,-1,61,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
18,,16,[0|0|0],60,4700,9721,-1,-1,-1,-1,-1,-1,-1,-1,30011,30010,63010,5430,0,2,[0|0],331102,2,60,60,60,-1,-1,-1,-1,60,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
19,,2,[0|0|0],61,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,30001,30000,63010,5410,0,1,[0|0],0,0,61,61,61,8801,-1,-1,-1,61,20039,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
20,,16,[0|0|0],60,4700,9721,-1,-1,-1,-1,-1,-1,-1,-1,30011,30010,63010,5430,0,2,[0|0],0,4,60,60,60,-1,-1,-1,-1,60,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
21,,16,[0|0|0],60,4700,-1,-1,-1,-1,-1,-1,-1,-1,-1,30011,30010,63010,5440,0,2,[0|0],0,3,60,60,60,-1,-1,-1,-1,60,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
22,,16,[0|0|0],60,4700,-1,-1,-1,-1,-1,-1,-1,-1,-1,30011,30010,63010,5440,0,2,[0|0],0,2,60,60,60,-1,-1,-1,-1,60,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
23,,0,[0|0|0],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,-1,0,1,[0|0],0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
10001,,2,[0|0|0],61,8800,-1,-1,-1,-1,-1,-1,-1,-1,-1,30001,30000,63010,5550,0,1,[0|0],331111,0,61,61,61,8801,-1,-1,-1,61,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
10002,,16,[0|0|0],81,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,30011,30010,63010,-1,0,2,[0|0],0,0,81,81,81,-1,-1,-1,-1,81,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
20001,,2,[0|0|0],85,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,30021,30020,63020,5030,1,1,[0|0],331121,0,85,85,85,-1,-1,-1,-1,85,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
20002,,16,[0|0|0],86,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,30031,30030,63020,5030,0,2,[0|0],331122,0,86,86,86,-1,-1,-1,-1,86,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
30001,,31,[0|0|0],88,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,30041,30040,63010,5020,0,1,[0|0],331131,0,88,88,88,-1,-1,-1,-1,88,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
30002,,32,[0|0|0],88,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,30051,30050,63010,5020,0,2,[0|0],331132,0,88,88,88,-1,-1,-1,-1,88,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
40001,,2,[0|0|0],80,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,30061,30060,63010,-1,0,1,[0|0],331141,0,80,80,80,-1,-1,-1,-1,80,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
40002,,16,[0|0|0],81,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,30011,30010,63010,-1,0,2,[0|0],331142,0,81,81,81,-1,-1,-1,-1,81,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
50001,,2,[0|0|0],80,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,30001,30000,63010,5510,1,1,[0|0],331101,0,80,80,80,-1,-1,-1,-1,80,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
50002,,16,[0|0|0],81,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,30011,30010,63010,5530,0,2,[0|0],331146,0,81,81,81,-1,-1,-1,-1,81,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
60001,,2,[0|0|0],91,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,30001,30000,63010,-1,0,1,[0|0],0,0,91,91,91,-1,-1,-1,-1,91,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
60002,,17,[0|0|0],91,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,30011,30010,63010,5580,0,2,[0|0],331143,0,91,91,91,-1,-1,-1,-1,91,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
70001,,2,[0|0|0],91,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,30001,30000,63010,-1,1,1,[0|0],0,0,91,91,91,-1,-1,-1,-1,91,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
70002,,18,[0|0|0],91,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,30011,30010,63010,5600,0,2,[0|0],331144,0,91,91,91,-1,-1,-1,-1,91,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
80001,,2,[0|0|0],80,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,30001,30000,63010,5510,1,1,[0|0],331101,0,80,80,80,-1,-1,-1,-1,80,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
80002,,16,[0|0|0],81,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,30011,30010,63010,5530,0,2,[0|0],331102,0,81,81,81,-1,-1,-1,-1,81,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
90001,,2,[0|0|0],82,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,30001,30000,63010,5550,0,1,[0|0],331112,0,82,82,82,-1,-1,-1,-1,82,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
90002,,16,[0|0|0],81,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,30011,30010,63010,-1,0,2,[0|0],0,0,81,81,81,-1,-1,-1,-1,81,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
1000001,,0,[0|0|0],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,30003,0,0,-1,0,1,[0|0],0,0,-1,-1,-1,-1,-1,-1,-1,61,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
1000002,,0,[0|0|0],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,30013,0,0,-1,0,2,[0|0],0,0,-1,-1,-1,-1,-1,-1,-1,60,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
1000003,,0,[0|0|0],920,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,-1,0,1,[0|0],0,0,920,920,920,-1,-1,-1,-1,0,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
1000010,,0,[0|0|0],922,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,-1,0,1,[0|0],0,0,922,922,922,-1,-1,-1,-1,0,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
1000014,,0,[0|0|0],921,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,-1,0,1,[0|0],0,0,921,921,921,-1,-1,-1,-1,0,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
1000000001,,77,[0|0|0],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,63010,-1,1,1,[0|0],0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
1000000002,,77,[0|0|0],61,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,30001,30000,63010,5410,1,1,[0|0],0,0,61,61,61,8801,-1,-1,-1,61,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
