ID,Name,disableParam_NT,disableParamReserve1,disableParamReserve2,eventflagId,bonfireEntityId,pad4,bonfireSubCategorySortId,forbiddenIconId,dispMinZoomStep,selectMinZoomStep,bonfireSubCategoryId,clearedEventFlagId,iconId,dispMask00,dispMask01,dispMask02,pad1,pad2,areaNo,gridXNo,gridZNo,pad3,posX,posY,posZ,textId1,textEnableFlagId1,textDisableFlagId1,textId2,textEnableFlagId2,textDisableFlagId2,textId3,textEnableFlagId3,textDisableFlagId3,textId4,textEnableFlagId4,textDisableFlagId4,textId5,textEnableFlagId5,textDisableFlagId5,textId6,textEnableFlagId6,textDisableFlagId6,textId7,textEnableFlagId7,textDisableFlagId7,textId8,textEnableFlagId8,textDisableFlagId8,textType1,textType2,textType3,textType4,textType5,textType6,textType7,textType8,noIgnitionSfxDmypolyId_0,noIgnitionSfxId_0,noIgnitionSfxDmypolyId_1,noIgnitionSfxId_1,textEnableFlag2Id1,textEnableFlag2Id2,textEnableFlag2Id3,textEnableFlag2Id4,textEnableFlag2Id5,textEnableFlag2Id6,textEnableFlag2Id7,textEnableFlag2Id8,textDisableFlag2Id1,textDisableFlag2Id2,textDisableFlag2Id3,textDisableFlag2Id4,textDisableFlag2Id5,textDisableFlag2Id6,textDisableFlag2Id7,textDisableFlag2Id8,altIconId,altForbiddenIconId,
110000,,1,0,[0|0|0],71100,11001950,[0|0],999,2,0,0,11000,0,1,1,0,0,0,0,11,0,0,0,37.25,65.11,-416.03,110000,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,100,6410,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
110001,,1,0,[0|0|0],71101,11001951,[0|0],10,2,0,0,11000,0,1,1,0,0,0,0,11,0,0,0,-132,31.01,-386.5,110001,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,100,6410,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
110002,,1,0,[0|0|0],71102,11001952,[0|0],20,2,0,0,11000,0,1,1,0,0,0,0,11,0,0,0,-33.04,7.93,-80.52,110002,0,0,-1,0,0,122310,3947,3943,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,1,0,0,0,0,0,100,6411,-1,-1,0,0,11109802,0,0,0,0,0,0,0,0,0,0,0,0,0,101,102
110003,,1,0,[0|0|0],71103,11001953,[0|0],30,2,0,0,11000,0,1,1,0,0,0,0,11,0,0,0,-215.8,-64.72,-223.22,110003,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,100,6411,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
110004,,1,0,[0|0|0],71104,11001954,[0|0],40,2,0,0,11000,0,1,1,0,0,0,0,11,0,0,0,-180.35,-49.9,-185.54,110004,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,100,6410,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
110005,,1,0,[0|0|0],71105,11001955,[0|0],50,2,0,0,11000,0,1,1,0,0,0,0,11,0,0,0,-217.61,-12,-260.53,110005,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,100,6411,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
110007,,1,0,[0|0|0],71107,11001957,[0|0],70,2,0,0,11000,0,1,1,0,0,0,0,11,0,0,0,-55.11,47.51,-307.16,110007,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,100,6410,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
110008,,1,0,[0|0|0],71108,11001958,[0|0],80,2,0,0,11000,0,1,1,0,0,0,0,11,0,0,0,-319.98,-32.63,-270.49,110008,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,100,6411,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
110009,,1,0,[0|0|0],71109,11001959,[0|0],90,2,0,0,11000,0,1,1,0,0,0,0,11,0,0,0,-426.01,29.12,-294.32,110009,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,100,6410,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
110500,,1,0,[0|0|0],71120,11051950,[0|0],999,2,0,0,11050,0,1,1,0,0,0,0,11,5,0,0,37.18,64.98,-415.93,110500,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,100,6411,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
110501,,1,0,[0|0|0],71121,11051951,[0|0],30,2,0,0,11050,0,1,1,0,0,0,0,11,5,0,0,-132,31.01,-386.5,110501,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,100,6411,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
110502,,1,0,[0|0|0],71122,11051952,[0|0],10,2,0,0,11050,0,1,1,0,0,0,0,11,5,0,0,-33.01,8,-80.47,110502,0,0,-1,0,0,122310,3947,3943,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,1,0,0,0,0,0,100,6411,-1,-1,0,0,11109802,0,0,0,0,0,0,0,0,0,0,0,0,0,101,102
110503,,1,0,[0|0|0],71123,11051953,[0|0],20,2,0,0,11050,0,1,1,0,0,0,0,11,5,0,0,-129.94,-31.54,-126.04,110503,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,100,6411,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
110504,,1,0,[0|0|0],71124,11051954,[0|0],40,2,0,0,11050,0,1,1,0,0,0,0,11,5,0,0,-54.63,47.56,-306.38,110504,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,100,6411,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
110505,,1,0,[0|0|0],71125,11051955,[0|0],50,2,0,0,11050,0,1,1,0,0,0,0,11,5,0,0,-426.01,29.12,-294.32,110505,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,100,6411,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
111000,,1,0,[0|0|0],71190,11101950,[0|0],10,49,0,0,11100,0,48,1,0,0,0,0,11,10,0,0,-305.7,-20,-298.1,111000,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,49
120100,,1,0,[0|0|0],71210,12011950,[0|0],999,2,0,0,12012,0,1,0,1,0,0,0,12,1,0,0,-113.845,-223.497,118.07,120100,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
120101,,1,0,[0|0|0],71211,12011951,[0|0],10,2,0,0,12012,0,1,0,1,0,0,0,12,1,0,0,400.687,-145.01,-103.113,120101,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
120102,,1,0,[0|0|0],71212,12011952,[0|0],20,2,0,0,12012,0,1,0,1,0,0,0,12,1,0,0,207.063,-170.645,-204.237,120102,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
120103,,1,0,[0|0|0],71213,12011953,[0|0],30,2,0,0,12012,0,1,0,1,0,0,0,12,1,0,0,-17.335,-210.064,-107.813,120103,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
120104,,1,0,[0|0|0],71214,12011954,[0|0],10,2,0,0,12010,0,1,0,1,0,0,0,12,1,0,0,333.502,-79.105,269.242,120104,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
120105,,1,0,[0|0|0],71215,12011955,[0|0],20,2,0,0,12010,0,1,0,1,0,0,0,12,1,0,0,29.589,-160.789,76.524,120105,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
120106,,1,0,[0|0|0],71216,12011956,[0|0],10,2,0,0,12011,0,1,0,1,0,0,0,12,1,0,0,-308.352,-308.018,-66.554,120106,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
120108,,1,0,[0|0|0],71218,12011958,[0|0],30,2,0,0,12011,0,1,0,1,0,0,0,12,1,0,0,-411.549,-328.753,-525.689,120108,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
120109,,1,0,[0|0|0],71219,12011959,[0|0],30,2,0,0,12010,0,1,0,1,0,0,0,12,1,0,0,-243.44,-280.284,152.997,120109,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
120200,,1,0,[0|0|0],71220,12021950,[0|0],999,2,0,0,12020,0,1,0,1,0,0,0,12,2,0,0,1184.54,-619.219,1909.859,120200,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
120201,,1,0,[0|0|0],71221,12021951,[0|0],20,2,0,0,12020,0,1,0,1,0,0,0,12,2,0,0,1016.052,-616.458,1153.374,120201,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
120203,,1,0,[0|0|0],71222,12021953,[0|0],20,2,0,0,12070,0,1,0,1,0,0,0,12,2,0,0,1098.26,-823.457,1266.802,120203,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
120204,,1,0,[0|0|0],71223,12021954,[0|0],30,2,0,0,12070,0,1,0,1,0,0,0,12,2,0,0,1438.45,-816.47,1519.47,120204,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
120206,,1,0,[0|0|0],71224,12021956,[0|0],30,2,0,0,12020,0,1,0,1,0,0,0,12,2,0,0,1016.445,-605.417,1462.896,120206,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
120207,,1,0,[0|0|0],71225,12021957,[0|0],50,2,0,0,12020,0,1,0,1,0,0,0,12,2,0,0,1176.12,-611.76,1754.38,120207,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
120208,,1,0,[0|0|0],71226,12021958,[0|0],40,2,0,0,12020,0,1,0,1,0,0,0,12,2,0,0,951.61,-671.3,1293.86,120208,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
120209,,1,0,[0|0|0],71227,12021959,[0|0],40,2,0,0,12070,0,1,0,1,0,0,0,12,2,0,0,1518.224,-770.543,1867.396,120209,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
120300,,1,0,[0|0|0],71230,12031950,[0|0],999,2,0,0,12030,0,1,0,1,0,0,0,12,3,0,0,-379.5,149.74,-202.16,120300,0,0,131910,4066,4063,131910,4067,400348,132200,4128,4123,132200,4129,4123,132200,4130,0,132200,4131,400339,132200,4132,400339,0,1,1,1,1,1,1,1,-1,-1,-1,-1,0,12039011,12039011,12039150,12039150,12039150,12039150,12039150,0,400348,0,400339,400339,0,0,0,101,102
120301,,1,0,[0|0|0],71231,12031951,[0|0],10,2,0,0,12030,0,1,0,1,0,0,0,12,3,0,0,-184.95,272.9,-517.58,120301,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
120302,,1,0,[0|0|0],71232,12031952,[0|0],20,2,0,0,12030,0,1,0,1,0,0,0,12,3,0,0,-163.86,91.92,-624.79,120302,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
120303,,1,0,[0|0|0],71233,12031953,[0|0],30,2,0,0,12030,0,1,0,1,0,0,0,12,3,0,0,-598.37,98.15,-609.92,120303,0,0,-1,0,0,175000,62064,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,101,102
120304,,1,0,[0|0|0],71234,12031954,[0|0],40,2,0,0,12030,0,1,0,1,0,0,0,12,3,0,0,-689.665,92.284,-409.819,120304,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
120305,,1,0,[0|0|0],71235,12031955,[0|0],50,2,0,0,12030,0,1,0,1,0,0,0,12,3,0,0,-469.23,149.62,-351.1,120305,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
120400,,1,0,[0|0|0],71240,12041950,[0|0],999,2,0,0,12012,0,1,0,1,0,0,0,12,4,0,0,-64.49,-106.13,-77.82,120400,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
120500,,1,0,[0|0|0],71250,12051950,[0|0],999,2,0,0,12050,0,1,0,1,0,0,0,12,5,0,0,1533.44,-501,1243.16,120500,0,0,-1,0,0,141800,12059250,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,102
120501,,1,0,[0|0|0],71251,12051951,[0|0],10,2,0,0,12050,0,1,0,1,0,0,0,12,5,0,0,1902.74,-600.38,1116.63,120501,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
120502,,1,0,[0|0|0],71252,12051952,[0|0],20,2,0,0,12050,0,1,0,1,0,0,0,12,5,0,0,1703,-611.84,1288.74,120502,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
120503,,1,0,[0|0|0],71253,12051953,[0|0],30,2,0,0,12050,0,1,0,1,0,0,0,12,5,0,0,1637.66,-562.65,1248,120503,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
120600,,1,0,[0|0|0],71260,12061950,[0|0],0,2,0,0,0,0,1,0,1,0,0,0,12,6,0,0,809.3,305.1,525.65,120600,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
120601,,1,0,[0|0|0],71261,12061951,[0|0],0,2,0,0,0,0,1,0,1,0,0,0,12,6,0,0,1128.23,-12.71,556.73,120601,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
120700,,1,0,[0|0|0],71270,12071950,[0|0],10,2,0,0,12070,0,1,0,1,0,0,0,12,7,0,0,748.229,-911.677,1164.145,120700,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
120701,,1,0,[0|0|0],71271,12071951,[0|0],10,2,0,0,12020,0,1,0,1,0,0,0,12,7,0,0,709.945,-579.639,1233.984,120701,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
130000,,1,0,[0|0|0],71300,13001950,[0|0],999,2,0,0,13000,0,1,1,0,0,0,0,13,0,0,0,224.9,-32.7,365.67,130000,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,100,6410,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
130001,,1,0,[0|0|0],71301,13001951,[0|0],900,2,0,0,13000,0,1,1,0,0,0,0,13,0,0,0,14.94,1009.61,330.49,130001,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,100,6410,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
130002,,1,0,[0|0|0],71302,13001952,[0|0],60,2,0,0,13000,0,1,1,0,0,0,0,13,0,0,0,13.73,-39.29,411.53,130002,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,100,6410,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
130003,,1,0,[0|0|0],71303,13001953,[0|0],10,2,0,0,13000,0,1,1,0,0,0,0,13,0,0,0,116.66,53.95,161.07,130003,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,100,6411,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
130004,,1,0,[0|0|0],71304,13001954,[0|0],20,2,0,0,13000,0,1,1,0,0,0,0,13,0,0,0,-92.94,47.42,210.9,130004,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,100,6411,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
130005,,1,0,[0|0|0],71305,13001955,[0|0],30,2,0,0,13000,0,1,1,0,0,0,0,13,0,0,0,-88.16,36.37,282.61,130005,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,100,6410,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
130006,,1,0,[0|0|0],71306,13001956,[0|0],40,2,0,0,13000,0,1,1,0,0,0,0,13,0,0,0,-75.41,-19.96,404.67,130006,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,100,6411,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
