ID,Name,disableParam_NT,disableParamReserve1,disableParamReserve2,mapRegionId,Reserve,
12080000,,1,0,[0|0|0],1208,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
13000000,Crumbling Farum Azula,1,0,[0|0|0],1300,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
14000000,Academy of Raya Lucaria,1,0,[0|0|0],1400,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
15000000,Miquella's Haligtree,1,0,[0|0|0],1500,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
16000000,Volcano Manor,1,0,[0|0|0],1600,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
18000000,Stranded Graveyard,0,0,[0|0|0],1800,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
19000000,Stone Platform,1,0,[0|0|0],1900,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
30000000,Tombsward Catacombs,1,0,[0|0|0],3000,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
30010000,Impaler's Catacombs,1,0,[0|0|0],3001,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
30020000,Stormfoot Catacombs,0,0,[0|0|0],3002,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
30030000,Road's End Catacombs,1,0,[0|0|0],3003,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
30040000,Murkwater Catacombs,0,0,[0|0|0],3004,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
30050000,Black Knife Catacombs,1,0,[0|0|0],3005,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
30060000,Cliffbottom Catacombs,1,0,[0|0|0],3006,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
30070000,Wyndham Catacombs,1,0,[0|0|0],3007,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
30080000,Sainted Hero's Grave,1,0,[0|0|0],3008,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
30090000,Gelmir Hero's Grave,1,0,[0|0|0],3009,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
30100000,Auriza Hero's Grave,1,0,[0|0|0],3010,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
30110000,Deathtouched Catacombs,1,0,[0|0|0],3011,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
30120000,Unsightly Catacombs,1,0,[0|0|0],3012,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
30130000,Auriza Side Tomb,1,0,[0|0|0],3013,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
30140000,Minor Erdtree Catacombs,1,0,[0|0|0],3014,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
30150000,Caelid Catacombs,1,0,[0|0|0],3015,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
30160000,War-Dead Catacombs,1,0,[0|0|0],3016,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
30170000,Giant-Conquering Hero's Grave,1,0,[0|0|0],3017,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
30180000,Giants' Mountaintop Catacombs,1,0,[0|0|0],3018,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
30190000,Consecrated Snowfield Catacombs,1,0,[0|0|0],3019,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
30200000,,1,0,[0|0|0],3020,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
31000000,,1,0,[0|0|0],3100,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
31010000,Earthbore Cave,1,0,[0|0|0],3101,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
31020000,Tombsward Cave,1,0,[0|0|0],3102,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
31030000,Groveside Cave,0,0,[0|0|0],3103,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
31040000,Stillwater Cave,1,0,[0|0|0],3104,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
31050000,Lakeside Crystal Cave,1,0,[0|0|0],3105,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
31060000,Academy Crystal Cave,1,0,[0|0|0],3106,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
31070000,Seethewater Cave,1,0,[0|0|0],3107,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
31080000,,1,0,[0|0|0],3108,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
31090000,Volcano Cave,1,0,[0|0|0],3109,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
31100000,Dragonbarrow Cave,1,0,[0|0|0],3110,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
31110000,Sellia Hideaway,1,0,[0|0|0],3111,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
31120000,Cave of the Forlorn,1,0,[0|0|0],3112,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
31130000,,1,0,[0|0|0],3113,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
31140000,,1,0,[0|0|0],3114,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
31150000,Coastal Cave,0,0,[0|0|0],3115,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
31170000,Highroad Cave,1,0,[0|0|0],3117,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
31180000,,1,0,[0|0|0],3118,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
31190000,,1,0,[0|0|0],3119,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
31200000,,1,0,[0|0|0],3120,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
31210000,,1,0,[0|0|0],3121,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
31220000,,1,0,[0|0|0],3122,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
32000000,Morne Tunnel,1,0,[0|0|0],3200,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
32010000,Limgrave Tunnels,0,0,[0|0|0],3201,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
32020000,Raya Lucaria Crystal Tunnel,1,0,[0|0|0],3202,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
32030000,,1,0,[0|0|0],3203,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
32040000,Old Altus Tunnel,1,0,[0|0|0],3204,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
32050000,Altus Tunnel,1,0,[0|0|0],3205,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
32060000,,1,0,[0|0|0],3206,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
32070000,Gael Tunnel,1,0,[0|0|0],3207,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
32080000,Sellia Crystal Tunnel,1,0,[0|0|0],3208,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
32090000,,1,0,[0|0|0],3209,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
32100000,,1,0,[0|0|0],3210,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
32110000,Yelough Anix Tunnel,1,0,[0|0|0],3211,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
32120000,,1,0,[0|0|0],3212,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
34100000,Divine Tower of Limgrave,1,0,[0|0|0],3410,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
34110000,Divine Tower of Liurnia,1,0,[0|0|0],3411,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
34120000,Divine Tower of West Altus,1,0,[0|0|0],3412,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
34130000,Divine Tower of Caelid,1,0,[0|0|0],3413,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
34140000,Divine Tower of East Altus,1,0,[0|0|0],3414,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
34150000,Isolated Divine Tower,1,0,[0|0|0],3415,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
34160000,,1,0,[0|0|0],3416,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
35000000,Subterranean Shunning-Grounds,1,0,[0|0|0],3500,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
39200000,Ruin-Strewn Precipice,1,0,[0|0|0],3920,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
50523700,,1,0,[0|0|0],31,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
60081002,,1,0,[0|0|0],10,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
60081102,,1,0,[0|0|0],10,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
60081202,,1,0,[0|0|0],10,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
60091002,,1,0,[0|0|0],10,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
60091102,,1,0,[0|0|0],10,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
60182401,,1,0,[0|0|0],10,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
60191901,,1,0,[0|0|0],10,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
60192401,,1,0,[0|0|0],10,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
60202001,,1,0,[0|0|0],10,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
60202201,,1,0,[0|0|0],10,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
60232001,,1,0,[0|0|0],30,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
60241801,,1,0,[0|0|0],30,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
60241901,,1,0,[0|0|0],30,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
60242001,,1,0,[0|0|0],30,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
60251701,,1,0,[0|0|0],30,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
60251801,,1,0,[0|0|0],30,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
60251901,,1,0,[0|0|0],30,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
60252001,,1,0,[0|0|0],30,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
60252101,,1,0,[0|0|0],30,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
60252201,,1,0,[0|0|0],30,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
60261701,,1,0,[0|0|0],30,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
60261801,,1,0,[0|0|0],31,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
60261901,,1,0,[0|0|0],31,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
60262001,,1,0,[0|0|0],30,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
60262101,,1,0,[0|0|0],30,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
60262201,,1,0,[0|0|0],30,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
60345200,,1,0,[0|0|0],21,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
60345300,,1,0,[0|0|0],21,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
60345400,,1,0,[0|0|0],21,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
60345500,,1,0,[0|0|0],21,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
60355200,Mt. Gelmir - Before Hermit Shack,1,0,[0|0|0],21,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
60355300,Mt. Gelmir - Seethewater Terminus,1,0,[0|0|0],21,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
60355400,Mt. Gelmir - Fort Laiedd,1,0,[0|0|0],21,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
60355500,,1,0,[0|0|0],21,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
60365000,Liurnia of the Lakes - Behind Caria Manor- Royal Grave Evergaol- Part of Ravine,1,0,[0|0|0],10,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
60365100,Altus Plateau - Perfumer's Ruins- Unsightly Catacombs Entrance,1,0,[0|0|0],20,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
60365200,Mt. Gelmir - Craftsman's Shack- Hermit's Shack,1,0,[0|0|0],21,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
60365300,Mt. Gelmir - Outside Volcano Manor,1,0,[0|0|0],21,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
60365400,Mt. Gelmir - Ninth Mt. Gelmir Campsite- Road of Iniquity- Volcano Manor Entrance,1,0,[0|0|0],21,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
60365500,,1,0,[0|0|0],21,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
60375000,Liurnia of the Lake - Northeast Ravine; Bellum Highway - West of Grand Lift of Dectus,1,0,[0|0|0],10,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
60375100,Altus Plateau - Abandoned Coffin- Ruin-Strewn Precipice Exit,1,0,[0|0|0],20,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
60375200,Mt. Gelmir - Seethewater River- Hermit Village- Wyndham Catacombs Entrance- Sage's Cave Entrance,1,0,[0|0|0],21,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
60375300,Mt. Gelmir - Azur- Gelmir Hero's Grave Entrance,1,0,[0|0|0],21,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
60375400,Mt. Gelmir - Minor Erdtree- Seethewater Cave Entrance,1,0,[0|0|0],21,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
60375500,Mt. Gelmir - Volcano Cave Entrance,1,0,[0|0|0],21,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
60385000,Liurnia of the Lakes - Ravine-Veiled Village; Bellum Highway - Grand Lift of Dectus; Altus Plateau - Altus Plateau; Ruin-Strewn Precipice Entrance,1,0,[0|0|0],10,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
60385100,Altus Plateau - Erdtree-Gazing Hill- Lux Ruins,1,0,[0|0|0],20,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
60385200,Altus Plateau - Wyndham Ruins- Wyndham Catacombs Entrance,1,0,[0|0|0],20,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
60385300,Altus Plateau - Old Altus Tunnel Entrance,1,0,[0|0|0],21,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
60385400,Mt. Gelmir - First Mt. Gelmir Campsite- Corpse-Stench Shack; Altus Plateau - West of Shaded Castle,1,0,[0|0|0],21,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
60385500,,1,0,[0|0|0],21,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
60395000,Altus Plateau - Golden Lineage Evergaol,1,0,[0|0|0],20,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
60395100,Altus Plateau - Altus Highway Junction,1,0,[0|0|0],20,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
60395200,Altus Plateau - Second Church of Marika,1,0,[0|0|0],20,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
60395300,Altus Plateau - Mirage Rise; Mt. Gelmir - Bridge of Iniquity,1,0,[0|0|0],20,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
60395400,Altus Plateau - Shaded Castle,1,0,[0|0|0],20,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
60395500,,1,0,[0|0|0],20,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
60405000,Altus Plateau - Southwest of Tree Sentinel Duo,1,0,[0|0|0],20,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
60405100,Altus Plateau - West of Tree Sentinel Duo- Stormcaller Church,1,0,[0|0|0],20,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
60405200,Altus Plateau - Forest-Spanning Greatbridge- St. Trina's Hideaway- Sainted Hero's Grave Entrance,1,0,[0|0|0],20,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
60405300,Altus Plateau - Bower of Bounty- Writheblood Ruins,1,0,[0|0|0],20,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
60405400,Altus Plateau - Road of Iniquity Side Path,1,0,[0|0|0],20,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
60405500,Altus Plateau - West Windmill Pasture,1,0,[0|0|0],20,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
60414900,,1,0,[0|0|0],20,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
60415000,Altus Plateau - South of Tree Sentinel Duo,1,0,[0|0|0],20,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
60415100,Altus Plateau - Tree Sentinel Duo- Perfumer's Grotto Entrance,1,0,[0|0|0],20,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
60415200,Altus Plateau - Rampartside Path- Altus Tunnel Entrance,1,0,[0|0|0],20,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
60415300,Altus Plateau - Woodfolk Ruins- Minor Erdtree,1,0,[0|0|0],20,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
60415400,Altus Plateau - West Windmill Village,1,0,[0|0|0],20,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
60415500,Altus Plateau - Village Windmill Pasture- East Windmill Pasture,1,0,[0|0|0],20,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
60424900,,1,0,[0|0|0],20,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
60425000,Leyndell - South of Outer Wall Phantom Tree,1,0,[0|0|0],20,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
60425100,Leyndell - Outer Wall Phantom Tree,1,0,[0|0|0],20,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
60425200,Leyndell - Southwest Outer Wall Battleground,1,0,[0|0|0],20,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
60425300,Leyndell - Northwest Outer Wall Battleground,1,0,[0|0|0],20,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
60425400,Altus Plateau - East Windmill Village- Highway Lookout Tower,1,0,[0|0|0],20,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
60425500,Altus Plateau - Windmill Heights,1,0,[0|0|0],20,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
60434900,,1,0,[0|0|0],20,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
60435000,Leyndell - Minor Erdtree Church- Sealed Tunnel Entrance,1,0,[0|0|0],20,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
60435100,Leyndell - East of Outer Wall Phantom Tree,1,0,[0|0|0],20,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
60435200,Leyndell - Southeast Outer Wall Battleground,1,0,[0|0|0],20,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
60435300,Leyndell - Northeast Outer Wall Battleground- Hermit Merchant's Shack,1,0,[0|0|0],20,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
60435400,Altus Plateau - Cliffside Northeast of Outer Wall Battlefield,1,0,[0|0|0],20,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
60435500,,1,0,[0|0|0],20,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
60444900,,1,0,[0|0|0],20,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
60445000,,1,0,[0|0|0],20,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
60445100,,1,0,[0|0|0],20,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
