ID,Name,disableParam_NT,disableParamReserve1,disableParamReserve2,bonusSoul_single,bonusSoul_multi,humanityPointCountFlagIdTop,humanityDropPoint1,humanityDropPoint2,humanityDropPoint3,humanityDropPoint4,humanityDropPoint5,humanityDropPoint6,humanityDropPoint7,humanityDropPoint8,humanityDropPoint9,humanityDropPoint10,soloBreakInPoint_Min,soloBreakInPoint_Max,defeatBossFlagId_forSignAimList,displayAimFlagId,foundBossFlagId,foundBossTextId,notFindBossTextId,bossChallengeFlagId,defeatBossFlagId,bossPosX,bossPosY,bossPosZ,bossMapAreaNo,bossMapBlockNo,bossMapMapNo,reserve,
12020830,[Siofra River] Dragonkin Soldier of Nokron,1,0,[0|0|0],16000,16000,0,0,0,0,0,0,0,0,0,0,0,0,0,30020800,82103,30020801,3002100,3002000,0,12020830,1240.1,-748.45,1738.16,12,2,0,[0|0|0|0|0|0|0|0|0]
12020850,[Siofra River] Mimic Tear,1,0,[0|0|0],10000,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,30020800,82103,30020801,3002100,3002000,0,12020850,995.94,-617.5,1146.54,12,2,0,[0|0|0|0|0|0|0|0|0]
12030390,[Deeproot Depths] Crucible Knight,1,0,[0|0|0],25000,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,30020800,82103,30020801,3002100,3002000,0,12020390,-884.208,96.718,-320.673,12,3,0,[0|0|0|0|0|0|0|0|0]
12030800,[Deeproot Depths] Fia's Champion,1,0,[0|0|0],40000,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,30020800,30020800,30020800,30020800,30020800,0,12030800,-370.111,149.469,-203.445,12,3,0,[0|0|0|0|0|0|0|0|0]
12030850,[Deeproot Depths] Lichdragon Fortissax,1,0,[0|0|0],90000,90000,0,0,0,0,0,0,0,0,0,0,0,0,0,30020800,30020800,30020800,30020800,30020800,12032859,12030850,-448.771,149.344,-273.109,12,3,0,[0|0|0|0|0|0|0|0|0]
12040800,[Ainsel River] Astel Naturalborn of the Void,1,0,[0|0|0],80000,80000,0,0,0,0,0,0,0,0,0,0,0,0,0,30020800,30020800,30020800,30020800,30020800,0,12040800,-100,-106.23,-125,12,4,0,[0|0|0|0|0|0|0|0|0]
12050800,[Mohgwyn Palace] Mohg Lord of Blood,1,0,[0|0|0],420000,420000,0,0,0,0,0,0,0,0,0,0,0,0,0,30020800,30020800,30020800,30020800,30020800,0,12050800,1552.51,-505.78,1234.42,12,5,0,[0|0|0|0|0|0|0|0|0]
12080800,[Siofra River] Ancestor Spirit,1,0,[0|0|0],13000,13000,0,0,0,0,0,0,0,0,0,0,0,0,0,30020800,30020800,30020800,30020800,30020800,0,12080800,1530.68,-1735.68,-1052.55,12,8,0,[0|0|0|0|0|0|0|0|0]
12090800,[Nokron Eternal City] Regal Ancestor Spirit,1,0,[0|0|0],24000,24000,0,0,0,0,0,0,0,0,0,0,0,0,0,30020800,30020800,30020800,30020800,30020800,0,12090800,1184.79,-1538.52,1899.71,12,9,0,[0|0|0|0|0|0|0|0|0]
13000800,[Crumbling Farum Azula] Maliketh- the Black Blade,1,0,[0|0|0],220000,220000,0,0,0,0,0,0,0,0,0,0,0,0,0,30020800,30020800,30020800,30020800,30020800,0,13000800,197.21,-32.52,374.75,13,0,0,[0|0|0|0|0|0|0|0|0]
13000830,[Crumbling Farum Azula] Dragonlord Placidusax,1,0,[0|0|0],280000,280000,0,0,0,0,0,0,0,0,0,0,0,0,0,30020800,30020800,30020800,30020800,30020800,0,13000830,14.45,1009.59,329.5,13,0,0,[0|0|0|0|0|0|0|0|0]
13000850,[Crumbling Farum Azula] Godskin Duo,1,0,[0|0|0],170000,170000,0,0,0,0,0,0,0,0,0,0,0,0,0,30020800,30020800,30020800,30020800,30020800,0,13000850,-3.55,-52.2,406.52,13,0,0,[0|0|0|0|0|0|0|0|0]
14000800,[Academy of Raya Lucaria] Rennala Queen of the Full Moon,1,0,[0|0|0],40000,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,30020800,82103,30020801,3002100,3002000,0,14000800,70.4,-838.71,-23.42,14,0,0,[0|0|0|0|0|0|0|0|0]
14000850,[Academy of Raya Lucaria] Red Wolf of Radagon,1,0,[0|0|0],14000,14000,0,0,0,0,0,0,0,0,0,0,0,0,0,30020800,82103,30020801,3002100,3002000,0,14000850,151.24,110.57,-222.99,14,0,0,[0|0|0|0|0|0|0|0|0]
15000800,[Miquella's Haligtree] Malenia Blade of Miquella,1,0,[0|0|0],480000,480000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,15000800,-25.87,51.95,477.41,15,0,0,[0|0|0|0|0|0|0|0|0]
15000850,[Miquella's Haligtree] Loretta Knight of the Haligtree,1,0,[0|0|0],200000,200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,15000850,174.37,431.66,307.9,15,0,0,[0|0|0|0|0|0|0|0|0]
16000800,[Volcano Manor] Rykard Lord of Blasphemy,1,0,[0|0|0],130000,130000,0,0,0,0,0,0,0,0,0,0,0,0,0,30020800,82103,30020801,3002100,3002000,0,16000800,93.69,-438.87,-118.41,16,0,0,[0|0|0|0|0|0|0|0|0]
16000850,[Volcano Manor] Godskin Noble,1,0,[0|0|0],50000,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,30020800,82103,30020801,3002100,3002000,0,16000850,62.32,7.82,-211.48,16,0,0,[0|0|0|0|0|0|0|0|0]
16000860,[Volcano Manor] Abductor Virgins,1,0,[0|0|0],10000,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,30020800,82103,30020801,3002100,3002000,0,16000860,229.671,-133.521,-251.973,16,0,0,[0|0|0|0|0|0|0|0|0]
18000800,[Stranded Graveyard] Crucible Illusion,1,0,[0|0|0],15000,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,30020800,82103,30020801,3002100,3002000,0,18000800,29.5,-111.57,53.47,18,0,0,[0|0|0|0|0|0|0|0|0]
18000850,[Stranded Graveyard] Soldier of Godrick,1,0,[0|0|0],400,400,0,0,0,0,0,0,0,0,0,0,0,0,0,30020800,82103,30020801,3002100,3002000,0,18000850,-40.94,10.67,41.1,18,0,0,[0|0|0|0|0|0|0|0|0]
19000800,[Stone Platform] Elden Beast,1,0,[0|0|0],500000,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,30020800,82103,30020801,3002100,3002000,0,19000800,213.99,-719.98,-686.97,19,0,0,[0|0|0|0|0|0|0|0|0]
35000800,[Subterranean Shunning-Grounds] Mohg The Omen,1,0,[0|0|0],100000,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,30020800,82103,30020801,3002100,3002000,0,35000800,74.54,-298.53,-80.61,35,0,0,[0|0|0|0|0|0|0|0|0]
35000850,[Subterranean Shunning-Grounds] Esgar Priest of Blood,1,0,[0|0|0],30000,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,30020800,82103,30020801,3002100,3002000,0,35000850,-203.847,-153.846,-306.866,35,0,0,[0|0|0|0|0|0|0|0|0]
39200800,[Ruin-Strewn Precipice] Magma Wyrm Makar,1,0,[0|0|0],24000,24000,0,0,0,0,0,0,0,0,0,0,0,0,0,30020800,82103,30020801,3002100,3002000,0,39200800,-106.67,353.66,-1310.49,39,20,0,[0|0|0|0|0|0|0|0|0]
30000800,[Tombsward Catacombs] Cemetery Shade,1,0,[0|0|0],2200,2200,0,0,0,0,0,0,0,0,0,0,0,0,0,30020800,82103,30020801,3002100,3002000,0,30000800,2.62,46.74,65.56,30,0,0,[0|0|0|0|0|0|0|0|0]
30010800,[Impaler's Catacombs] Erdtree Burial Watchdog,1,0,[0|0|0],2400,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,30020800,82103,30020801,3002100,3002000,0,30010800,-34.14,23.12,-156.39,30,1,0,[0|0|0|0|0|0|0|0|0]
30020800,[Stormfoot Catacombs] Erdtree Burial Watchdog,0,0,[0|0|0],1300,1300,0,0,0,0,0,0,0,0,0,0,0,0,0,30020800,82103,30020801,3002100,3002000,0,30020800,103.67,94.93,74.18,30,2,0,[0|0|0|0|0|0|0|0|0]
30110800,[Deathtouched Catacombs] Black Knife Assassin,1,0,[0|0|0],1600,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,30030800,82104,30030801,3003100,3003000,0,30110800,-208.78,177.5,23.67,30,11,0,[0|0|0|0|0|0|0|0|0]
30040800,[Murkwater Catacombs] Grave Warden Duelist,0,0,[0|0|0],1700,1700,0,0,0,0,0,0,0,0,0,0,0,0,0,30040800,82105,30040801,3004100,3004000,0,30040800,-20.41,46.12,98.52,30,4,0,[0|0|0|0|0|0|0|0|0]
30050800,[Black Knife Catacombs] Cemetery Shade,1,0,[0|0|0],3500,3500,0,0,0,0,0,0,0,0,0,0,0,0,0,30020800,82103,30020801,3002100,3002000,0,30050800,-189.41,406.2,121.21,30,5,0,[0|0|0|0|0|0|0|0|0]
30050850,[Black Knife Catacombs] Black Knife Assassin,1,0,[0|0|0],4200,4200,0,0,0,0,0,0,0,0,0,0,0,0,0,30020800,82103,30020801,3002100,3002000,0,30050850,-225.78,411.53,16.87,30,5,0,[0|0|0|0|0|0|0|0|0]
30030800,[Road's End Catacombs] Spirit-Caller Snail,1,0,[0|0|0],3000,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,30020800,82103,30020801,3002100,3002000,0,30030800,90.5,193.71,24.29,30,3,0,[0|0|0|0|0|0|0|0|0]
30060800,[Cliffbottom Catacombs] Erdtree Burial Watchdog,1,0,[0|0|0],3200,3200,0,0,0,0,0,0,0,0,0,0,0,0,0,30020800,82103,30020801,3002100,3002000,0,30060800,20.86,194.32,-18.72,30,6,0,[0|0|0|0|0|0|0|0|0]
30080800,[Sainted Hero's Grave] Ancient Hero of Zamor,1,0,[0|0|0],20000,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,30020800,82103,30020801,3002100,3002000,0,30080800,336.11,742.22,13.74,30,8,0,[0|0|0|0|0|0|0|0|0]
30090800,[Gelmir Hero's Grave] Red Wolf of the Champion,1,0,[0|0|0],21000,21000,0,0,0,0,0,0,0,0,0,0,0,0,0,30020800,82103,30020801,3002100,3002000,0,30090800,-148.1,646.26,97.02,30,9,0,[0|0|0|0|0|0|0|0|0]
30100800,[Auriza Hero's Grave] Crucible Knight Ordovis,1,0,[0|0|0],28000,28000,0,0,0,0,0,0,0,0,0,0,0,0,0,30020800,82103,30020801,3002100,3002000,0,30100800,-108.85,761.46,343.72,30,10,0,[0|0|0|0|0|0|0|0|0]
30100801,[Auriza Hero's Grave] Crucible Knight,1,0,[0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30020800,82103,30020801,3002100,3002000,0,30100800,-101.57,761.46,340.47,30,10,0,[0|0|0|0|0|0|0|0|0]
30120800,[Unsightly Catacombs] Perfumer Tricia,1,0,[0|0|0],9400,9400,0,0,0,0,0,0,0,0,0,0,0,0,0,30020800,82103,30020801,3002100,3002000,0,30120800,7.63,618.32,235.84,30,12,0,[0|0|0|0|0|0|0|0|0]
30120801,[Unsightly Catacombs] Misbegotten Warrior,1,0,[0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30020800,82103,30020801,3002100,3002000,0,30120800,9.62,618.32,239.61,30,12,0,[0|0|0|0|0|0|0|0|0]
30070800,[Wyndham Catacombs] Erdtree Burial Watchdog,1,0,[0|0|0],12000,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,30020800,82103,30020801,3002100,3002000,0,30070800,-127.12,820.61,221.81,30,7,0,[0|0|0|0|0|0|0|0|0]
30130800,[Auriza Side Tomb] Grave Warden Duelist,1,0,[0|0|0],15000,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,30020800,82103,30020801,3002100,3002000,0,30130800,4.347,954.418,78.962,30,13,0,[0|0|0|0|0|0|0|0|0]
30140800,[Minor Erdtree Catacombs] Erdtree Burial Watchdog,1,0,[0|0|0],7400,7400,0,0,0,0,0,0,0,0,0,0,0,0,0,30020800,82103,30020801,3002100,3002000,0,30140800,-123.4,73.12,-33.96,30,14,0,[0|0|0|0|0|0|0|0|0]
30150800,[Caelid Catacombs] Cemetery Shade,1,0,[0|0|0],6800,6800,0,0,0,0,0,0,0,0,0,0,0,0,0,30020800,82103,30020801,3002100,3002000,0,30150800,125.71,24.22,258.03,30,15,0,[0|0|0|0|0|0|0|0|0]
30160800,[War-Dead Catacombs] Putrid Tree Spirit,1,0,[0|0|0],64000,64000,0,0,0,0,0,0,0,0,0,0,0,0,0,30020800,82103,30020801,3002100,3002000,0,30160800,-127.39,-25.24,-89.49,30,16,0,[0|0|0|0|0|0|0|0|0]
30170800,[Giant-Conquering Hero's Grave] Ancient Hero of Zamor,1,0,[0|0|0],83000,83000,0,0,0,0,0,0,0,0,0,0,0,0,0,30020800,82103,30020801,3002100,3002000,0,30170800,-7.61,1451.719,-35.835,30,17,0,[0|0|0|0|0|0|0|0|0]
30180800,[Giants' Mountaintop Catacombs] Ulcerated Tree Sprit,1,0,[0|0|0],48000,48000,0,0,0,0,0,0,0,0,0,0,0,0,0,30020800,82103,30020801,3002100,3002000,0,30180800,-134.195,1478.179,156.618,30,18,0,[0|0|0|0|0|0|0|0|0]
30190800,[Consecrated Snowfield Catacombs] Putrid Grave Warden Duelist,1,0,[0|0|0],78000,78000,0,0,0,0,0,0,0,0,0,0,0,0,0,30020800,82103,30020801,3002100,3002000,0,30190800,68.297,1374.719,-160.628,30,19,0,[0|0|0|0|0|0|0|0|0]
30200800,[Hidden Path to the Haligtree] Stray Mimic Tear,1,0,[0|0|0],50000,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,30020800,82103,30020801,3002100,3002000,0,30200810,-89.689,1278.323,-264.391,30,20,0,[0|0|0|0|0|0|0|0|0]
31000800,[Murkwater Cave] Patches,1,0,[0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,31000800,-140.26,-10.88,42.92,31,0,0,[0|0|0|0|0|0|0|0|0]
31010800,[Earthbore Cave] Runebear,1,0,[0|0|0],2600,2600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,31010800,-143.9,-39.81,-146.57,31,1,0,[0|0|0|0|0|0|0|0|0]
31020800,[Tombsward Cave] Miranda the Blighted Bloom,1,0,[0|0|0],2100,2100,0,0,0,0,0,0,0,0,0,0,0,0,0,31020800,82106,31020801,3102100,3102000,0,31020800,-117.18,29.54,0.91,31,2,0,[0|0|0|0|0|0|0|0|0]
31030800,[Groveside Cave] Beastman of Farum Azula,0,0,[0|0|0],1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,31030800,82107,31030801,3103100,3103000,0,31030800,-120.79,88.28,80.77,31,3,0,[0|0|0|0|0|0|0|0|0]
31150800,[Coastal Cave] Demi-Human Chief,0,0,[0|0|0],1200,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,31150800,82108,31150801,3115100,3115000,0,31150800,30.89,-29.31,-99.84,31,15,0,[0|0|0|0|0|0|0|0|0]
31170800,[Highroad Cave] Guardian Golem,1,0,[0|0|0],1700,1700,0,0,0,0,0,0,0,0,0,0,0,0,0,31170800,82109,31170801,3117100,3117000,0,31170800,74.42,-9.66,148.68,31,17,0,[0|0|0|0|0|0|0|0|0]
31040800,[Stillwater Cave] Cleanrot Knight,1,0,[0|0|0],3300,3300,0,0,0,0,0,0,0,0,0,0,0,0,0,30020800,82103,30020801,3002100,3002000,0,31040800,97.86,199.75,-166.72,31,4,0,[0|0|0|0|0|0|0|0|0]
31050800,[Lakeside Crystal Cave] Bloodhound Knight,1,0,[0|0|0],3600,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,30020800,82103,30020801,3002100,3002000,0,31050800,-166.7,154.45,-18.6,31,5,0,[0|0|0|0|0|0|0|0|0]
31060800,[Academy Crystal Cave] Crystalians,1,0,[0|0|0],3300,3300,0,0,0,0,0,0,0,0,0,0,0,0,0,30020800,82103,30020801,3002100,3002000,0,31060800,191.16,216.71,104.37,31,6,0,[0|0|0|0|0|0|0|0|0]
31070800,[Seethewater Cave] Kindred of Rot,1,0,[0|0|0],10000,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,30020800,82103,30020801,3002100,3002000,0,31070800,-127.26,719.75,260.21,31,7,0,[0|0|0|0|0|0|0|0|0]
31090800,[Volcano Cave] Demi-Human Queen Margot,1,0,[0|0|0],11000,11000,0,0,0,0,0,0,0,0,0,0,0,0,0,30020800,82103,30020801,3002100,3002000,0,31090800,-63.91,1013.07,-75.07,31,9,0,[0|0|0|0|0|0|0|0|0]
31180800,[Perfumer's Grotto] Omenkiller,1,0,[0|0|0],8400,8400,0,0,0,0,0,0,0,0,0,0,0,0,0,30020800,82103,30020801,3002100,3002000,0,31180800,-94.34,790.8,181.71,31,18,0,[0|0|0|0|0|0|0|0|0]
31190800,[Sage's Cave] Black Knife Assassin,1,0,[0|0|0],9000,9000,0,0,0,0,0,0,0,0,0,0,0,0,0,30020800,82103,30020801,3002100,3002000,0,31190800,130.99,623.49,-12.7,31,19,0,[0|0|0|0|0|0|0|0|0]
31190850,[Sage's Cave] Necromancer Garris,1,0,[0|0|0],9000,9000,0,0,0,0,0,0,0,0,0,0,0,0,0,30020800,82103,30020801,3002100,3002000,0,31190850,108.325,627.262,-45.186,31,19,0,[0|0|0|0|0|0|0|0|0]
31210800,[Gaol Cave] Frenzied Duelist,1,0,[0|0|0],6700,6700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,31210800,-164.04,12.1,56.99,31,21,0,[0|0|0|0|0|0|0|0|0]
31100800,[Dragonbarrow Cave] Beastman of Farum Azula,1,0,[0|0|0],65000,65000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,31100800,30.65,104.56,19.06,31,10,0,[0|0|0|0|0|0|0|0|0]
31200800,[Abandoned Cave] Cleanrot Knight,1,0,[0|0|0],7000,7000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,31200800,166.15,86.27,149.84,31,20,0,[0|0|0|0|0|0|0|0|0]
31110800,[Sellia Hideaway] Crystalians,1,0,[0|0|0],7100,7100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,31110800,-145.79,126.94,135.72,31,11,0,[0|0|0|0|0|0|0|0|0]
31120800,[Cave of the Forlorn] Misbegotten Crusader,1,0,[0|0|0],93000,93000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,31120800,-23.02,1193.38,112.95,31,12,0,[0|0|0|0|0|0|0|0|0]
31220800,[Spiritcaller's Cave] Spirit-Caller Snail,1,0,[0|0|0],70000,70000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,31220800,-45.51,1579.18,-118.1,31,22,0,[0|0|0|0|0|0|0|0|0]
32000800,[Morne Tunnel] Scaly Misbegotten,1,0,[0|0|0],2000,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,32010800,82110,32010801,3201100,3201000,0,32000800,83.34,-24.53,-24.24,32,0,0,[0|0|0|0|0|0|0|0|0]
32010800,[Limgrave Tunnels] Stonedigger Troll,0,0,[0|0|0],1800,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,32010800,82110,32010801,3201100,3201000,0,32010800,26.05,-30.45,-1.28,32,1,0,[0|0|0|0|0|0|0|0|0]
32020800,[Raya Lucaria Crystal Tunnel] Crystalian (Ringblade),1,0,[0|0|0],3000,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,30020800,82103,30020801,3002100,3002000,0,32020800,12.5,110.38,19.45,32,2,0,[0|0|0|0|0|0|0|0|0]
32040800,[Old Altus Tunnel] Stonedigger Troll,1,0,[0|0|0],9600,9600,0,0,0,0,0,0,0,0,0,0,0,0,0,30020800,82103,30020801,3002100,3002000,0,32040800,-299.12,677.13,-120.37,32,4,0,[0|0|0|0|0|0|0|0|0]
34120800,[Divine Tower of West Altus] Onyx Lord,1,0,[0|0|0],16000,16000,0,0,0,0,0,0,0,0,0,0,0,0,0,30020800,82103,30020801,3002100,3002000,0,34120800,-49.46,711.36,-195.92,34,12,0,[0|0|0|0|0|0|0|0|0]
32050800,[Altus Tunnel] Crystalian (Ringblade),1,0,[0|0|0],9000,9000,0,0,0,0,0,0,0,0,0,0,0,0,0,30020800,82103,30020801,3002100,3002000,0,32050800,56.44,777.25,-35.13,32,5,0,[0|0|0|0|0|0|0|0|0]
32050801,[Altus Tunnel] Crystalian (Spear),1,0,[0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30020800,82103,30020801,3002100,3002000,0,32050800,53.19,777.2,-37.9,32,5,0,[0|0|0|0|0|0|0|0|0]
32070800,[Gael Tunnel] Magma Wyrm,1,0,[0|0|0],7500,7500,0,0,0,0,0,0,0,0,0,0,0,0,0,30020800,82103,30020801,3002100,3002000,0,32070800,-24.17,89.93,162.44,32,7,0,[0|0|0|0|0|0|0|0|0]
32080800,[Sellia Crystal Tunnel] Fallingstar Beast,1,0,[0|0|0],7600,7600,0,0,0,0,0,0,0,0,0,0,0,0,0,30020800,82103,30020801,3002100,3002000,0,32080800,-75.63,124.56,231.96,32,8,0,[0|0|0|0|0|0|0|0|0]
32110800,[Yelough Anix Tunnel] Astel- Stars of Darkness,1,0,[0|0|0],120000,120000,0,0,0,0,0,0,0,0,0,0,0,0,0,30020800,82103,30020801,3002100,3002000,0,32110800,49.48,1210.79,86.2,32,11,0,[0|0|0|0|0|0|0|0|0]
34130800,[Divine Tower of Caelid] Godskin Apostle,1,0,[0|0|0],94000,94000,0,0,0,0,0,0,0,0,0,0,0,0,0,30020800,82103,30020801,3002100,3002000,0,34130800,76.83,36.31,-101.86,34,13,0,[0|0|0|0|0|0|0|0|0]
34140850,[Divine Tower of East Altus] Fell Twins,1,0,[0|0|0],29000,29000,0,0,0,0,0,0,0,0,0,0,0,0,0,30020800,82103,30020801,3002100,3002000,0,34140850,572.7,-373.48,-321,34,14,0,[0|0|0|0|0|0|0|0|0]
1044360800,[Limgrave - Waypoint Ruins] Mad Pumpkin Head,0,0,[0|0|0],1100,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,30020800,82103,30020801,3002100,3002000,0,1044360800,17.39,80.81,29.78,60,44,36,[0|0|0|0|0|0|0|0|0]
1043370340,[Limgrave - Agheel Lake North- Murkwater Cave Entrance] Night's Cavalry,1,0,[0|0|0],2400,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,30020800,82103,30020801,3002100,3002000,0,1043370800,72.46,90.96,-94.7,60,43,37,[0|0|0|0|0|0|0|0|0]
1042380800,[Stormhill - Warmaster's Shack- Stormgate] Death Rite Bird,1,0,[0|0|0],2800,2800,0,0,0,0,0,0,0,0,0,0,0,0,0,30020800,82103,30020801,3002100,3002000,0,1042380800,120.54,183.82,50.97,60,42,38,[0|0|0|0|0|0|0|0|0]
1042380850,[Stormhill - Warmaster's Shack- Stormgate] Bell Bearing Hunter,1,0,[0|0|0],2700,2700,0,0,0,0,0,0,0,0,0,0,0,0,0,30020800,82103,30020801,3002100,3002000,0,1042380850,12.3,188.02,89.59,60,42,38,[0|0|0|0|0|0|0|0|0]
1042330800,[Weeping Peninsula - Tombsward; Weeping Evergaol; Tombsward Cave Entrance] Ancient Hero of Zamor,1,0,[0|0|0],5400,5400,0,0,0,0,0,0,0,0,0,0,0,0,0,30020800,82103,30020801,3002100,3002000,0,1042330800,-126.39,19.91,108.76,60,42,33,[0|0|0|0|0|0|0|0|0]
1044350800,[Limgrave - Agheel Lake South- Forlorn Hound Evergaol] Bloodhound Knight,0,0,[0|0|0],1900,1900,0,0,0,0,0,0,0,0,0,0,0,0,0,30020800,82103,30020801,3002100,3002000,0,1044350800,-17.4,105.68,119.83,60,44,34,[0|0|0|0|0|0|0|0|0]
