ID,Name,disableParam_NT,disableParamReserve1,disableParamReserve2,ReverbType,pad0,BgmBehaviorTypeOnStart,OneShotBgmBehaviorOnStart,PostPlaySeId,PostPlaySeIdForSkip,EnterMapMuteStopTimeOnDrawCutscene,unknown_0x18,unknown_0x19,unknown_0x1a,unknown_0x1b,reserved,reserved2,
14000000,,1,0,[0|0|0],5,[0|0|0],2,0,-1,-1,1,0,0,128,191,[0|0|0|0],[0|0|0|0]
14000001,,1,0,[0|0|0],5,[0|0|0],2,0,-1,-1,1,0,0,128,191,[0|0|0|0],[0|0|0|0]
14000010,,1,0,[0|0|0],5,[0|0|0],2,0,-1,-1,1,0,0,128,191,[0|0|0|0],[0|0|0|0]
15000000,,1,0,[0|0|0],1,[0|0|0],2,0,-1,-1,1,0,0,128,191,[0|0|0|0],[0|0|0|0]
15000010,,1,0,[0|0|0],1,[0|0|0],2,0,-1,-1,1,0,0,128,191,[0|0|0|0],[0|0|0|0]
15000020,,1,0,[0|0|0],1,[0|0|0],2,0,-1,-1,1,0,0,128,191,[0|0|0|0],[0|0|0|0]
16000000,,1,0,[0|0|0],1,[0|0|0],2,0,-1,-1,1,0,0,128,191,[0|0|0|0],[0|0|0|0]
16000010,,1,0,[0|0|0],1,[0|0|0],2,0,-1,-1,1,0,0,128,191,[0|0|0|0],[0|0|0|0]
16000020,,1,0,[0|0|0],1,[0|0|0],2,0,-1,-1,1,0,0,128,191,[0|0|0|0],[0|0|0|0]
19000000,,1,0,[0|0|0],1,[0|0|0],2,0,-1,-1,1,0,0,128,191,[0|0|0|0],[0|0|0|0]
19000010,,1,0,[0|0|0],5,[0|0|0],2,0,999999005,999999015,-1,0,0,128,191,[0|0|0|0],[0|0|0|0]
19000011,,1,0,[0|0|0],1,[0|0|0],2,0,999999005,999999015,-1,0,0,128,191,[0|0|0|0],[0|0|0|0]
19000015,,1,0,[0|0|0],1,[0|0|0],2,0,999999005,999999015,-1,0,0,128,191,[0|0|0|0],[0|0|0|0]
19000019,,1,0,[0|0|0],1,[0|0|0],2,0,999999005,999999015,-1,0,0,128,191,[0|0|0|0],[0|0|0|0]
19000020,,1,0,[0|0|0],5,[0|0|0],2,0,999999005,999999015,-1,0,0,128,191,[0|0|0|0],[0|0|0|0]
19000021,,1,0,[0|0|0],5,[0|0|0],2,0,999999005,999999015,-1,0,0,128,191,[0|0|0|0],[0|0|0|0]
19000030,,1,0,[0|0|0],5,[0|0|0],2,0,999999005,999999015,-1,0,0,128,191,[0|0|0|0],[0|0|0|0]
19000031,,1,0,[0|0|0],1,[0|0|0],2,0,999999005,999999015,-1,0,0,128,191,[0|0|0|0],[0|0|0|0]
19000032,,1,0,[0|0|0],1,[0|0|0],2,0,999999005,999999015,-1,0,0,128,191,[0|0|0|0],[0|0|0|0]
19000034,,1,0,[0|0|0],1,[0|0|0],2,0,999999005,999999015,-1,0,0,128,191,[0|0|0|0],[0|0|0|0]
19000040,,1,0,[0|0|0],1,[0|0|0],2,0,-1,-1,1,0,0,128,191,[0|0|0|0],[0|0|0|0]
19000050,,1,0,[0|0|0],1,[0|0|0],2,0,-1,-1,1,0,0,128,191,[0|0|0|0],[0|0|0|0]
19000060,,1,0,[0|0|0],1,[0|0|0],2,0,999999005,999999015,-1,0,0,128,191,[0|0|0|0],[0|0|0|0]
19000061,,1,0,[0|0|0],1,[0|0|0],2,0,999999005,999999015,-1,0,0,128,191,[0|0|0|0],[0|0|0|0]
19000069,,1,0,[0|0|0],1,[0|0|0],2,0,999999005,999999015,-1,0,0,128,191,[0|0|0|0],[0|0|0|0]
19000070,,1,0,[0|0|0],1,[0|0|0],2,0,999999005,999999015,-1,0,0,128,191,[0|0|0|0],[0|0|0|0]
19000071,,1,0,[0|0|0],1,[0|0|0],2,0,999999005,999999015,-1,0,0,128,191,[0|0|0|0],[0|0|0|0]
19000079,,1,0,[0|0|0],1,[0|0|0],2,0,999999005,999999015,-1,0,0,128,191,[0|0|0|0],[0|0|0|0]
19000080,,1,0,[0|0|0],1,[0|0|0],2,0,999999005,999999015,-1,0,0,128,191,[0|0|0|0],[0|0|0|0]
19000081,,1,0,[0|0|0],1,[0|0|0],2,0,999999005,999999015,-1,0,0,128,191,[0|0|0|0],[0|0|0|0]
19000089,,1,0,[0|0|0],1,[0|0|0],2,0,999999005,999999015,-1,0,0,128,191,[0|0|0|0],[0|0|0|0]
20000000,,1,0,[0|0|0],1,[0|0|0],2,0,-1,-1,1,0,0,128,191,[0|0|0|0],[0|0|0|0]
20000001,,1,0,[0|0|0],1,[0|0|0],2,0,-1,-1,1,0,0,128,191,[0|0|0|0],[0|0|0|0]
20010000,,1,0,[0|0|0],1,[0|0|0],2,0,-1,555555570,1,0,0,128,191,[0|0|0|0],[0|0|0|0]
20010010,,1,0,[0|0|0],1,[0|0|0],0,0,555555572,555555575,1,0,0,128,191,[0|0|0|0],[0|0|0|0]
20010020,,1,0,[0|0|0],1,[0|0|0],2,0,-1,-1,1,0,0,128,191,[0|0|0|0],[0|0|0|0]
21000000,,1,0,[0|0|0],6,[0|0|0],2,0,-1,-1,1,0,0,128,191,[0|0|0|0],[0|0|0|0]
21000010,,1,0,[0|0|0],6,[0|0|0],2,0,555555580,555555580,1,0,0,128,191,[0|0|0|0],[0|0|0|0]
21000020,,1,0,[0|0|0],1,[0|0|0],2,0,-1,-1,1,0,0,128,191,[0|0|0|0],[0|0|0|0]
21010000,,1,0,[0|0|0],6,[0|0|0],2,0,555555580,555555581,1,0,0,128,191,[0|0|0|0],[0|0|0|0]
21010010,,1,0,[0|0|0],5,[0|0|0],2,0,-1,555555595,1,0,0,128,191,[0|0|0|0],[0|0|0|0]
28000000,,1,0,[0|0|0],5,[0|0|0],2,0,-1,555555560,1,0,0,128,191,[0|0|0|0],[0|0|0|0]
31000000,,1,0,[0|0|0],5,[0|0|0],2,0,-1,-1,1,0,0,128,191,[0|0|0|0],[0|0|0|0]
31000001,,1,0,[0|0|0],5,[0|0|0],2,0,-1,-1,1,0,0,128,191,[0|0|0|0],[0|0|0|0]
34100000,,1,0,[0|0|0],1,[0|0|0],2,0,-1,-1,1,0,0,128,191,[0|0|0|0],[0|0|0|0]
34100002,,1,0,[0|0|0],1,[0|0|0],2,0,-1,-1,1,0,0,128,191,[0|0|0|0],[0|0|0|0]
34110000,,1,0,[0|0|0],1,[0|0|0],2,0,-1,-1,1,0,0,128,191,[0|0|0|0],[0|0|0|0]
34110001,,1,0,[0|0|0],1,[0|0|0],2,0,-1,-1,1,0,0,128,191,[0|0|0|0],[0|0|0|0]
34110010,,1,0,[0|0|0],1,[0|0|0],2,0,-1,-1,1,0,0,128,191,[0|0|0|0],[0|0|0|0]
34130000,,1,0,[0|0|0],1,[0|0|0],2,0,-1,-1,1,0,0,128,191,[0|0|0|0],[0|0|0|0]
34130002,,1,0,[0|0|0],1,[0|0|0],2,0,-1,-1,1,0,0,128,191,[0|0|0|0],[0|0|0|0]
35000000,,1,0,[0|0|0],1,[0|0|0],2,0,-1,-1,1,0,0,128,191,[0|0|0|0],[0|0|0|0]
35000010,,1,0,[0|0|0],1,[0|0|0],0,0,-1,-1,1,0,0,128,191,[0|0|0|0],[0|0|0|0]
35000020,,1,0,[0|0|0],1,[0|0|0],0,0,-1,-1,1,0,0,128,191,[0|0|0|0],[0|0|0|0]
60370000,,1,0,[0|0|0],1,[0|0|0],2,0,-1,-1,1,0,0,128,191,[0|0|0|0],[0|0|0|0]
60380000,,1,0,[0|0|0],1,[0|0|0],2,0,999999012,999999012,1,0,0,128,191,[0|0|0|0],[0|0|0|0]
60380001,,1,0,[0|0|0],1,[0|0|0],2,0,999999100,999999100,1,0,0,128,191,[0|0|0|0],[0|0|0|0]
60380010,,1,0,[0|0|0],1,[0|0|0],2,0,999999012,999999012,1,0,0,128,191,[0|0|0|0],[0|0|0|0]
60380011,,1,0,[0|0|0],1,[0|0|0],2,0,999999100,999999100,1,0,0,128,191,[0|0|0|0],[0|0|0|0]
60420000,,0,0,[0|0|0],1,[0|0|0],2,0,-1,-1,1,0,0,128,191,[0|0|0|0],[0|0|0|0]
60420001,,0,0,[0|0|0],1,[0|0|0],2,0,-1,-1,1,0,0,128,191,[0|0|0|0],[0|0|0|0]
60420002,,0,0,[0|0|0],1,[0|0|0],2,0,-1,-1,1,0,0,128,191,[0|0|0|0],[0|0|0|0]
60420003,,0,0,[0|0|0],1,[0|0|0],2,0,-1,-1,1,0,0,128,191,[0|0|0|0],[0|0|0|0]
60420004,,0,0,[0|0|0],1,[0|0|0],2,0,-1,-1,1,0,0,128,191,[0|0|0|0],[0|0|0|0]
60420005,,0,0,[0|0|0],1,[0|0|0],2,0,-1,-1,1,0,0,128,191,[0|0|0|0],[0|0|0|0]
60420006,,0,0,[0|0|0],1,[0|0|0],2,0,-1,-1,1,0,0,128,191,[0|0|0|0],[0|0|0|0]
60420007,,0,0,[0|0|0],1,[0|0|0],2,0,-1,-1,1,0,0,128,191,[0|0|0|0],[0|0|0|0]
60430000,,1,0,[0|0|0],5,[0|0|0],2,0,999999100,999999100,-1,0,0,128,191,[0|0|0|0],[0|0|0|0]
60490000,,1,0,[0|0|0],1,[0|0|0],2,0,999999012,999999012,1,0,0,128,191,[0|0|0|0],[0|0|0|0]
60490001,,1,0,[0|0|0],1,[0|0|0],2,0,999999100,999999100,1,0,0,128,191,[0|0|0|0],[0|0|0|0]
60490010,,1,0,[0|0|0],1,[0|0|0],2,0,999999012,999999012,1,0,0,128,191,[0|0|0|0],[0|0|0|0]
60490011,,1,0,[0|0|0],1,[0|0|0],2,0,999999100,999999100,1,0,0,128,191,[0|0|0|0],[0|0|0|0]
60490020,,1,0,[0|0|0],1,[0|0|0],2,0,999999012,999999012,1,0,0,128,191,[0|0|0|0],[0|0|0|0]
60490021,,1,0,[0|0|0],1,[0|0|0],2,0,999999100,999999100,1,0,0,128,191,[0|0|0|0],[0|0|0|0]
60490030,,1,0,[0|0|0],1,[0|0|0],2,0,999999012,999999012,1,0,0,128,191,[0|0|0|0],[0|0|0|0]
60490031,,1,0,[0|0|0],1,[0|0|0],2,0,999999100,999999100,1,0,0,128,191,[0|0|0|0],[0|0|0|0]
60500000,,1,0,[0|0|0],1,[0|0|0],0,0,-1,-1,1,0,0,128,191,[0|0|0|0],[0|0|0|0]
60510000,,1,0,[0|0|0],1,[0|0|0],2,0,-1,-1,1,0,0,128,191,[0|0|0|0],[0|0|0|0]
60510010,,1,0,[0|0|0],1,[0|0|0],2,0,-1,-1,1,0,0,128,191,[0|0|0|0],[0|0|0|0]
60510011,,1,0,[0|0|0],1,[0|0|0],2,0,-1,-1,1,0,0,128,191,[0|0|0|0],[0|0|0|0]
60520010,,1,0,[0|0|0],1,[0|0|0],2,0,-1,-1,1,0,0,128,191,[0|0|0|0],[0|0|0|0]
60540000,,1,0,[0|0|0],1,[0|0|0],2,0,999999000,999999010,1,0,0,128,191,[0|0|0|0],[0|0|0|0]
60540001,,1,0,[0|0|0],1,[0|0|0],2,0,999999000,999999010,1,0,0,128,191,[0|0|0|0],[0|0|0|0]
60540010,,1,0,[0|0|0],1,[0|0|0],2,0,999999100,999999100,1,0,0,128,191,[0|0|0|0],[0|0|0|0]
60540011,,1,0,[0|0|0],1,[0|0|0],2,0,999999100,999999100,1,0,0,128,191,[0|0|0|0],[0|0|0|0]
61440000,,1,0,[0|0|0],1,[0|0|0],2,0,-1,-1,1,0,0,128,191,[0|0|0|0],[0|0|0|0]
90000010,,1,0,[0|0|0],1,[0|0|0],0,0,-1,-1,1,0,0,128,191,[0|0|0|0],[0|0|0|0]
90009999,,1,0,[0|0|0],1,[0|0|0],0,0,-1,-1,1,0,0,128,191,[0|0|0|0],[0|0|0|0]
91000020,,1,0,[0|0|0],1,[0|0|0],2,0,-1,-1,1,0,0,128,191,[0|0|0|0],[0|0|0|0]
99999901,,0,0,[0|0|0],0,[0|0|0],0,0,-1,-1,-1,0,0,128,191,[0|0|0|0],[0|0|0|0]
99999902,,0,0,[0|0|0],0,[0|0|0],0,0,-1,-1,-1,0,0,128,191,[0|0|0|0],[0|0|0|0]
