ID,Name,disableParam_NT,disableParamReserve1,disableParamReserve2,EnableFastTravelEventFlagId,WeatherLotTimeOffsetIngameSeconds,WeatherCreateAssetLimitId,MapAiSightType,SoundIndoorType,ReverbDefaultType,BgmPlaceInfo,EnvPlaceInfo,MapAdditionalSoundBankId,MapHeightForSound,IsEnableBlendTimezoneEnvmap,OverrideGIResolution_XSS,MapLoHiChangeBorderDist_XZ,MapLoHiChangeBorderDist_Y,MapLoHiChangePlayDist,MapAutoDrawGroupBackFacePixelNum,PlayerLigntScale,IsEnableTimezonnePlayerLigntScale,isDisableAutoCliffWind,OpenChrActivateThreshold,MapMimicryEstablishmentParamId,OverrideGIResolution_XSX,Reserve,
12020000,,1,0,[0|0|0],0,0,-1,1,1,-1,120,120,-1,0,0,0,40,20,4,32400,1,1,0,-1,-1,0,[0|0|0|0|0|0|0]
12030000,,1,0,[0|0|0],0,0,-1,1,1,-1,120,120,12003,0,0,-1,30,20,4,32400,1,1,0,-1,-1,-1,[0|0|0|0|0|0|0]
12040000,,1,0,[0|0|0],0,0,-1,1,1,-1,120,120,-1,0,0,-1,40,40,5,32400,1,1,0,-1,-1,-1,[0|0|0|0|0|0|0]
12050000,,1,0,[0|0|0],0,0,-1,1,1,-1,120,120,12005,0,0,-1,40,40,5,32400,1,1,0,-1,-1,-1,[0|0|0|0|0|0|0]
12060000,,1,0,[0|0|0],0,0,-1,1,1,-1,120,120,-1,0,0,-1,40,40,5,32400,1,1,0,-1,-1,-1,[0|0|0|0|0|0|0]
12070000,,1,0,[0|0|0],0,0,-1,1,1,-1,120,120,-1,0,0,-1,40,40,5,32400,1,1,0,-1,-1,-1,[0|0|0|0|0|0|0]
12080000,,1,0,[0|0|0],0,0,-1,1,1,-1,120,120,-1,0,0,-1,40,40,5,32400,1,1,0,-1,-1,-1,[0|0|0|0|0|0|0]
12090000,,1,0,[0|0|0],0,0,-1,1,1,-1,120,120,-1,0,0,-1,40,40,5,32400,1,1,0,-1,-1,-1,[0|0|0|0|0|0|0]
13000000,,1,0,[0|0|0],0,0,-1,1,0,-1,130,130,-1,0,0,-1,40,40,5,32400,1,1,0,-1,-1,-1,[0|0|0|0|0|0|0]
14000000,,1,0,[0|0|0],0,0,-1,1,0,-1,140,140,-1,0,1,0,30,20,5,130000,1,1,1,-1,-1,0,[0|0|0|0|0|0|0]
15000000,,1,0,[0|0|0],0,0,-1,1,0,-1,150,150,-1,0,1,-1,30,5,3,32400,1,1,0,-1,-1,-1,[0|0|0|0|0|0|0]
15020000,,1,0,[0|0|0],0,0,-1,1,0,-1,999,150,-1,0,0,-1,40,40,5,32400,1,1,0,-1,-1,-1,[0|0|0|0|0|0|0]
16000000,,1,0,[0|0|0],0,0,-1,1,0,-1,160,160,-1,0,1,0,18,16,3,32400,1,1,1,-1,-1,0,[0|0|0|0|0|0|0]
18000000,,0,0,[0|0|0],0,0,-1,1,0,6,180,300,-1,0,1,0,40,40,5,32400,1,1,1,-1,-1,0,[0|0|0|0|0|0|0]
19000000,,1,0,[0|0|0],0,0,-1,1,0,-1,190,190,-1,0,0,-1,40,40,5,32400,1,1,1,-1,-1,-1,[0|0|0|0|0|0|0]
20000000,,1,0,[0|0|0],0,0,-1,0,0,-1,200,200,-1,0,1,-1,40,40,5,32400,1,1,1,-1,-1,-1,[0|0|0|0|0|0|0]
20010000,,1,0,[0|0|0],0,0,-1,0,0,-1,201,201,20010,0,0,-1,40,40,5,32400,1,1,1,-1,-1,-1,[0|0|0|0|0|0|0]
21000000,,1,0,[0|0|0],0,0,-1,0,0,-1,210,210,-1,0,1,-1,15,10,3,230000,1,1,1,-1,-1,-1,[0|0|0|0|0|0|0]
21010000,,1,0,[0|0|0],0,0,-1,0,0,-1,210,210,-1,0,1,-1,30,25,5,32400,1,1,1,-1,-1,-1,[0|0|0|0|0|0|0]
21020000,,1,0,[0|0|0],0,0,-1,0,0,-1,210,210,-1,0,1,-1,40,40,5,120000,1,1,1,-1,-1,-1,[0|0|0|0|0|0|0]
22000000,,1,0,[0|0|0],0,0,-1,0,1,7,220,220,-1,0,0,-1,40,40,5,32400,1,1,1,-1,-1,-1,[0|0|0|0|0|0|0]
25000000,,1,0,[0|0|0],0,0,-1,0,1,4,250,250,-1,0,0,-1,40,40,5,32400,1,1,1,-1,-1,-1,[0|0|0|0|0|0|0]
28000000,,1,0,[0|0|0],0,0,-1,0,1,3,280,280,-1,0,0,-1,40,40,5,32400,1,1,1,-1,-1,-1,[0|0|0|0|0|0|0]
30000000,,1,0,[0|0|0],30000800,0,-1,2,1,5,300,300,-1,0,0,-1,40,40,5,32400,1.2,1,1,-1,-1,-1,[0|0|0|0|0|0|0]
30010000,,1,0,[0|0|0],30010800,0,-1,2,1,5,300,300,-1,0,0,-1,40,40,5,32400,1.2,1,1,-1,-1,-1,[0|0|0|0|0|0|0]
30020000,,0,0,[0|0|0],30020800,0,-1,2,1,5,300,300,-1,0,0,-1,40,40,5,32400,1.2,1,1,-1,-1,-1,[0|0|0|0|0|0|0]
30030000,,1,0,[0|0|0],30030800,0,-1,2,1,5,300,300,-1,0,0,-1,40,40,5,32400,1.2,1,1,-1,-1,-1,[0|0|0|0|0|0|0]
30040000,,0,0,[0|0|0],30040800,0,-1,2,1,5,300,300,-1,0,0,-1,40,40,5,32400,1.2,1,1,-1,-1,-1,[0|0|0|0|0|0|0]
30050000,,1,0,[0|0|0],30050800,0,-1,2,1,5,300,300,-1,0,0,-1,40,40,5,32400,1.2,1,1,-1,-1,-1,[0|0|0|0|0|0|0]
30060000,,1,0,[0|0|0],30060800,0,-1,2,1,5,300,300,-1,0,0,-1,40,40,5,32400,1.2,1,1,-1,-1,-1,[0|0|0|0|0|0|0]
30070000,,1,0,[0|0|0],30070800,0,-1,2,1,5,300,300,-1,0,0,-1,40,40,5,32400,1.2,1,1,-1,-1,-1,[0|0|0|0|0|0|0]
30080000,,1,0,[0|0|0],30080800,0,-1,2,1,5,300,300,-1,0,0,-1,40,40,5,32400,1.2,1,1,-1,-1,-1,[0|0|0|0|0|0|0]
30090000,,1,0,[0|0|0],30090800,0,-1,2,1,5,300,300,-1,0,0,-1,40,40,5,32400,1.2,1,1,-1,-1,-1,[0|0|0|0|0|0|0]
30100000,,1,0,[0|0|0],30100800,0,-1,2,1,5,300,300,-1,0,0,-1,40,40,5,32400,1.2,1,1,-1,-1,-1,[0|0|0|0|0|0|0]
30110000,,1,0,[0|0|0],30110800,0,-1,2,1,5,300,300,-1,0,0,-1,40,40,5,32400,1.2,1,1,-1,-1,-1,[0|0|0|0|0|0|0]
30120000,,1,0,[0|0|0],30120800,0,-1,2,1,5,300,300,-1,0,0,-1,40,40,5,32400,1.2,1,1,-1,-1,-1,[0|0|0|0|0|0|0]
30130000,,1,0,[0|0|0],30130800,0,-1,2,1,5,300,300,-1,0,0,-1,40,40,5,32400,1.2,1,1,-1,-1,-1,[0|0|0|0|0|0|0]
30140000,,1,0,[0|0|0],30140800,0,-1,2,1,5,300,300,-1,0,0,-1,40,40,5,32400,1.2,1,1,-1,-1,-1,[0|0|0|0|0|0|0]
30150000,,1,0,[0|0|0],30150800,0,-1,2,1,5,300,300,-1,0,0,-1,40,40,5,32400,1.2,1,1,-1,-1,-1,[0|0|0|0|0|0|0]
30160000,,1,0,[0|0|0],30160800,0,-1,2,1,5,300,300,-1,0,0,-1,40,40,5,32400,1.2,1,1,-1,-1,-1,[0|0|0|0|0|0|0]
30170000,,1,0,[0|0|0],30170800,0,-1,2,1,5,300,300,-1,0,0,0,40,40,5,32400,1.2,1,1,-1,-1,0,[0|0|0|0|0|0|0]
30180000,,1,0,[0|0|0],30180800,0,-1,2,1,5,300,300,-1,0,0,0,40,40,5,32400,1.2,1,1,-1,-1,0,[0|0|0|0|0|0|0]
30190000,,1,0,[0|0|0],30190800,0,-1,2,1,5,300,300,-1,0,0,-1,40,40,5,32400,1.2,1,1,-1,-1,-1,[0|0|0|0|0|0|0]
30200000,,1,0,[0|0|0],30200800,0,-1,2,1,5,300,300,-1,0,0,0,40,40,5,32400,1.2,1,1,-1,-1,0,[0|0|0|0|0|0|0]
31000000,,1,0,[0|0|0],31000800,0,-1,2,1,7,310,310,-1,0,0,-1,40,40,5,32400,1.6,1,1,-1,-1,-1,[0|0|0|0|0|0|0]
31010000,,1,0,[0|0|0],31010800,0,-1,2,1,7,310,310,-1,0,0,-1,40,40,5,32400,1.6,1,1,-1,-1,-1,[0|0|0|0|0|0|0]
31020000,,1,0,[0|0|0],31020800,0,-1,2,1,7,310,310,-1,0,0,-1,40,40,5,32400,1.6,1,1,-1,-1,-1,[0|0|0|0|0|0|0]
31030000,,0,0,[0|0|0],31030800,0,-1,2,1,7,310,310,-1,0,0,-1,40,40,5,32400,1.6,1,1,-1,-1,-1,[0|0|0|0|0|0|0]
31040000,,1,0,[0|0|0],31040800,0,-1,2,1,7,310,310,-1,0,0,-1,40,40,5,32400,1.6,1,1,-1,-1,-1,[0|0|0|0|0|0|0]
31050000,,1,0,[0|0|0],31050800,0,-1,2,1,7,310,310,-1,0,0,-1,40,40,5,32400,1.6,1,1,-1,-1,-1,[0|0|0|0|0|0|0]
31060000,,1,0,[0|0|0],31060800,0,-1,2,1,7,310,310,-1,0,0,-1,40,40,5,32400,1.6,1,1,-1,-1,-1,[0|0|0|0|0|0|0]
31070000,,1,0,[0|0|0],31070800,0,-1,2,1,7,310,310,-1,0,0,-1,40,40,5,32400,1.6,1,1,-1,-1,-1,[0|0|0|0|0|0|0]
31080000,,1,0,[0|0|0],31080800,0,-1,2,1,7,310,310,-1,0,0,-1,40,40,5,32400,1.6,1,1,-1,-1,-1,[0|0|0|0|0|0|0]
31090000,,1,0,[0|0|0],31090800,0,-1,2,1,7,310,310,-1,0,0,-1,40,40,5,32400,1.6,1,1,-1,-1,-1,[0|0|0|0|0|0|0]
31100000,,1,0,[0|0|0],31100800,0,-1,2,1,7,310,310,-1,0,0,-1,40,40,5,32400,1.6,1,1,-1,-1,-1,[0|0|0|0|0|0|0]
31110000,,1,0,[0|0|0],31110800,0,-1,2,1,7,310,310,-1,0,0,-1,40,40,5,32400,1.6,1,1,-1,-1,-1,[0|0|0|0|0|0|0]
31120000,,1,0,[0|0|0],31120800,0,-1,2,1,7,310,310,-1,0,0,-1,40,40,5,32400,1.6,1,1,-1,-1,-1,[0|0|0|0|0|0|0]
31130000,,1,0,[0|0|0],31130800,0,-1,2,1,7,310,310,-1,0,0,-1,40,40,5,32400,1.6,1,1,-1,-1,-1,[0|0|0|0|0|0|0]
31140000,,1,0,[0|0|0],31140800,0,-1,2,1,7,310,310,-1,0,0,-1,40,40,5,32400,1.6,1,1,-1,-1,-1,[0|0|0|0|0|0|0]
31150000,,0,0,[0|0|0],31150800,0,-1,2,1,7,310,310,-1,0,0,-1,40,40,5,32400,1.6,1,1,-1,-1,-1,[0|0|0|0|0|0|0]
31170000,,1,0,[0|0|0],31170800,0,-1,2,1,7,310,310,-1,0,0,-1,40,40,5,32400,1.6,1,1,-1,-1,-1,[0|0|0|0|0|0|0]
31180000,,1,0,[0|0|0],31180800,0,-1,2,1,7,310,310,-1,0,0,-1,40,40,5,32400,1.6,1,1,-1,-1,-1,[0|0|0|0|0|0|0]
31190000,,1,0,[0|0|0],31190800,0,-1,2,1,7,310,310,-1,0,0,-1,40,40,5,32400,1.6,1,1,-1,-1,-1,[0|0|0|0|0|0|0]
31200000,,1,0,[0|0|0],31200800,0,-1,2,1,7,310,310,-1,0,0,-1,40,40,5,32400,1.6,1,1,-1,-1,-1,[0|0|0|0|0|0|0]
31210000,,1,0,[0|0|0],31210800,0,-1,2,1,7,310,310,-1,0,0,-1,40,40,5,32400,1.6,1,1,-1,-1,-1,[0|0|0|0|0|0|0]
31220000,,1,0,[0|0|0],31220800,0,-1,2,1,7,310,310,-1,0,0,-1,40,40,5,32400,1.6,1,1,-1,-1,-1,[0|0|0|0|0|0|0]
32000000,,1,0,[0|0|0],32000800,0,-1,3,1,6,320,320,-1,0,0,-1,40,40,5,32400,1.2,1,1,-1,-1,-1,[0|0|0|0|0|0|0]
32010000,,0,0,[0|0|0],32010800,0,-1,3,1,6,320,320,-1,0,0,-1,40,40,5,32400,1.2,1,1,-1,-1,-1,[0|0|0|0|0|0|0]
32020000,,1,0,[0|0|0],32020800,0,-1,3,1,6,320,320,-1,0,0,-1,40,40,5,32400,1.2,1,1,-1,-1,-1,[0|0|0|0|0|0|0]
32030000,,1,0,[0|0|0],32030800,0,-1,3,1,6,320,320,-1,0,0,-1,40,40,5,32400,1.2,1,1,-1,-1,-1,[0|0|0|0|0|0|0]
32040000,,1,0,[0|0|0],32040800,0,-1,3,1,6,320,320,-1,0,0,-1,40,40,5,32400,1.2,1,1,-1,-1,-1,[0|0|0|0|0|0|0]
32050000,,1,0,[0|0|0],32050800,0,-1,3,1,6,320,320,-1,0,0,-1,40,40,5,32400,1.2,1,1,-1,-1,-1,[0|0|0|0|0|0|0]
32060000,,1,0,[0|0|0],32060800,0,-1,3,1,6,320,320,-1,0,0,-1,40,40,5,32400,1.2,1,1,-1,-1,-1,[0|0|0|0|0|0|0]
32070000,,1,0,[0|0|0],32070800,0,-1,3,1,6,320,320,-1,0,0,-1,40,40,5,32400,1.2,1,1,-1,-1,-1,[0|0|0|0|0|0|0]
32080000,,1,0,[0|0|0],32080800,0,-1,3,1,6,320,320,-1,0,0,0,40,40,5,32400,1.2,1,1,-1,-1,0,[0|0|0|0|0|0|0]
32090000,,1,0,[0|0|0],32090800,0,-1,3,1,6,320,320,-1,0,0,-1,40,40,5,32400,1.2,1,1,-1,-1,-1,[0|0|0|0|0|0|0]
32100000,,1,0,[0|0|0],32100800,0,-1,3,1,6,320,320,-1,0,0,-1,40,40,5,32400,1.2,1,1,-1,-1,-1,[0|0|0|0|0|0|0]
32110000,,1,0,[0|0|0],32110800,0,-1,3,1,6,320,320,-1,0,0,-1,40,40,5,32400,1.2,1,1,-1,-1,-1,[0|0|0|0|0|0|0]
32120000,,1,0,[0|0|0],32120800,0,-1,3,1,6,320,320,-1,0,0,-1,40,40,5,32400,1.2,1,1,-1,-1,-1,[0|0|0|0|0|0|0]
34100000,,1,0,[0|0|0],0,0,-1,1,0,-1,340,340,34010,0,1,-1,40,40,5,32400,1,1,1,-1,-1,-1,[0|0|0|0|0|0|0]
34110000,,1,0,[0|0|0],0,0,-1,1,0,-1,340,340,34011,0,1,0,40,40,5,32400,1,1,1,-1,-1,0,[0|0|0|0|0|0|0]
34120000,,1,0,[0|0|0],0,0,-1,1,0,-1,320,340,-1,0,1,-1,40,40,5,32400,1,1,1,-1,-1,-1,[0|0|0|0|0|0|0]
34130000,,1,0,[0|0|0],0,0,-1,1,0,-1,340,340,-1,0,1,-1,40,40,5,32400,1,1,1,-1,-1,-1,[0|0|0|0|0|0|0]
34140000,,1,0,[0|0|0],0,0,-1,1,0,-1,340,340,34010,0,1,-1,40,40,5,32400,1,1,1,-1,-1,-1,[0|0|0|0|0|0|0]
34150000,,1,0,[0|0|0],0,0,-1,1,0,-1,340,340,-1,0,1,0,40,40,5,32400,1,1,1,-1,-1,0,[0|0|0|0|0|0|0]
34160000,,1,0,[0|0|0],0,0,-1,1,0,-1,340,340,-1,0,1,-1,40,40,5,32400,1,1,1,-1,-1,-1,[0|0|0|0|0|0|0]
35000000,,1,0,[0|0|0],0,0,-1,1,1,6,350,350,-1,0,0,-1,40,20,3,32400,1,1,1,-1,-1,-1,[0|0|0|0|0|0|0]
39200000,,1,0,[0|0|0],0,0,-1,1,0,-1,390,390,60020,0,1,0,40,40,5,32400,1,1,1,-1,-1,0,[0|0|0|0|0|0|0]
40000000,,1,0,[0|0|0],40000800,0,-1,2,1,5,400,400,-1,0,0,-1,40,40,5,32400,1.2,1,1,-1,-1,-1,[0|0|0|0|0|0|0]
40010000,,1,0,[0|0|0],40010800,0,-1,2,1,5,400,400,-1,0,0,-1,40,40,5,32400,1.2,1,1,-1,-1,-1,[0|0|0|0|0|0|0]
40020000,,1,0,[0|0|0],2052430800,0,-1,2,1,5,400,400,-1,0,0,-1,40,40,5,32400,1.2,1,1,-1,-1,-1,[0|0|0|0|0|0|0]
41000000,,1,0,[0|0|0],41000800,0,-1,2,1,7,410,410,-1,0,0,-1,40,40,5,32400,1.2,1,1,-1,-1,-1,[0|0|0|0|0|0|0]
41010000,,1,0,[0|0|0],41010800,0,-1,2,1,7,410,410,-1,0,0,-1,40,40,5,32400,1.2,1,1,-1,-1,-1,[0|0|0|0|0|0|0]
41020000,,1,0,[0|0|0],41020800,0,-1,2,1,7,410,410,-1,0,0,-1,40,40,5,32400,1.2,1,1,-1,-1,-1,[0|0|0|0|0|0|0]
42000000,,1,0,[0|0|0],42007000,0,-1,2,1,5,420,420,-1,0,0,-1,15,5,1,32400,1.2,1,1,-1,-1,-1,[0|0|0|0|0|0|0]
42010000,,1,0,[0|0|0],42017000,0,-1,2,1,5,420,420,-1,0,0,-1,40,40,5,32400,1.2,1,1,-1,-1,-1,[0|0|0|0|0|0|0]
42020000,,1,0,[0|0|0],42027000,0,-1,2,1,5,420,420,-1,0,0,-1,20,5,1,32400,1.2,1,1,-1,-1,-1,[0|0|0|0|0|0|0]
42030000,,1,0,[0|0|0],42037000,0,-1,2,1,5,420,420,-1,0,0,-1,15,5,1,32400,1.2,1,1,-1,-1,-1,[0|0|0|0|0|0|0]
43000000,,1,0,[0|0|0],43000800,0,-1,2,1,7,430,430,-1,0,0,-1,40,40,5,32400,1.2,1,1,-1,-1,-1,[0|0|0|0|0|0|0]
43010000,,1,0,[0|0|0],43010800,0,-1,2,1,7,430,430,-1,0,0,-1,40,40,5,32400,1.2,1,1,-1,-1,-1,[0|0|0|0|0|0|0]
45000000,,1,0,[0|0|0],0,0,-1,1,0,-1,180,110,-1,0,1,-1,40,40,5,32400,1,1,1,-1,-1,-1,[0|0|0|0|0|0|0]
45010000,,1,0,[0|0|0],0,0,-1,1,0,-1,180,30,-1,0,1,-1,40,40,5,32400,1,1,1,-1,-1,-1,[0|0|0|0|0|0|0]
45020000,,1,0,[0|0|0],0,0,-1,1,0,-1,180,0,-1,0,1,-1,40,40,5,32400,1,1,1,-1,-1,-1,[0|0|0|0|0|0|0]
60324100,,1,0,[0|0|0],0,0,1,0,0,-1,10,10,60010,0,1,-1,40,40,5,32400,1,1,0,-1,-1,-1,[0|0|0|0|0|0|0]
60324200,,1,0,[0|0|0],0,0,1,0,0,-1,10,10,60010,0,1,-1,40,40,5,32400,1,1,0,-1,-1,-1,[0|0|0|0|0|0|0]
60324300,,1,0,[0|0|0],0,0,1,0,0,-1,10,10,60010,0,1,-1,40,40,5,32400,1,1,0,-1,-1,-1,[0|0|0|0|0|0|0]
60324400,,1,0,[0|0|0],0,0,1,0,0,-1,10,10,60010,0,1,-1,40,40,5,32400,1,1,0,-1,-1,-1,[0|0|0|0|0|0|0]
60324500,,1,0,[0|0|0],0,0,1,0,0,-1,10,10,60010,0,1,-1,40,40,5,32400,1,1,0,-1,-1,-1,[0|0|0|0|0|0|0]
60324600,,1,0,[0|0|0],0,0,1,0,0,-1,10,10,60010,0,1,-1,40,40,5,32400,1,1,0,-1,-1,-1,[0|0|0|0|0|0|0]
60324700,,1,0,[0|0|0],0,0,1,0,0,-1,10,10,60010,0,1,-1,40,40,5,32400,1,1,0,-1,-1,-1,[0|0|0|0|0|0|0]
60324800,,1,0,[0|0|0],0,0,1,0,0,-1,10,10,60010,0,1,-1,40,40,5,32400,1,1,0,-1,-1,-1,[0|0|0|0|0|0|0]
60334000,,1,0,[0|0|0],0,0,1,0,0,-1,10,10,60010,0,1,-1,40,40,5,32400,1,1,0,-1,-1,-1,[0|0|0|0|0|0|0]
60334100,,1,0,[0|0|0],0,0,1,0,0,-1,10,10,60010,0,1,-1,40,40,5,32400,1,1,0,-1,-1,-1,[0|0|0|0|0|0|0]
60334200,,1,0,[0|0|0],0,0,1,0,0,-1,10,10,60010,0,1,-1,40,40,5,32400,1,1,0,-1,-1,-1,[0|0|0|0|0|0|0]
60334300,,1,0,[0|0|0],0,0,1,0,0,-1,10,10,60010,0,1,-1,40,40,5,32400,1,1,0,-1,-1,-1,[0|0|0|0|0|0|0]
60334400,,1,0,[0|0|0],0,0,1,0,0,-1,10,10,60010,0,1,-1,40,40,5,32400,1,1,0,-1,-1,-1,[0|0|0|0|0|0|0]
60334500,,1,0,[0|0|0],0,0,1,0,0,-1,10,10,60010,0,1,-1,40,40,5,32400,1,1,0,-1,-1,-1,[0|0|0|0|0|0|0]
60334600,,1,0,[0|0|0],0,0,1,0,0,-1,10,10,60010,0,1,-1,40,40,5,32400,1,1,0,-1,-1,-1,[0|0|0|0|0|0|0]
60334700,,1,0,[0|0|0],0,0,1,0,0,-1,10,10,60010,0,1,-1,40,40,5,32400,1,1,0,-1,-1,-1,[0|0|0|0|0|0|0]
60334800,,1,0,[0|0|0],0,0,1,0,0,-1,10,10,60010,0,1,-1,40,40,5,32400,1,1,0,-1,-1,-1,[0|0|0|0|0|0|0]
60344000,,1,0,[0|0|0],0,0,1,0,0,-1,10,10,60010,0,1,-1,40,40,5,32400,1,1,0,-1,-1,-1,[0|0|0|0|0|0|0]
60344100,,1,0,[0|0|0],0,0,1,0,0,-1,10,10,60010,0,1,-1,40,40,5,32400,1,1,0,-1,-1,-1,[0|0|0|0|0|0|0]
60344200,,1,0,[0|0|0],0,0,1,0,0,-1,10,10,60010,0,1,-1,40,40,5,32400,1,1,0,-1,-1,-1,[0|0|0|0|0|0|0]
60344300,,1,0,[0|0|0],0,0,1,0,0,-1,10,10,60010,0,1,-1,40,40,5,32400,1,1,0,-1,-1,-1,[0|0|0|0|0|0|0]
60344400,,1,0,[0|0|0],0,0,1,0,0,-1,10,10,60010,0,1,-1,40,40,5,32400,1,1,0,-1,-1,-1,[0|0|0|0|0|0|0]
60344500,,1,0,[0|0|0],0,0,1,0,0,-1,10,10,60010,0,1,-1,40,40,5,32400,1,1,0,-1,-1,-1,[0|0|0|0|0|0|0]
60344600,,1,0,[0|0|0],0,0,1,0,0,-1,10,10,60010,0,1,-1,40,40,5,32400,1,1,0,-1,-1,-1,[0|0|0|0|0|0|0]
60344700,,1,0,[0|0|0],0,0,1,0,0,-1,10,10,60010,0,1,-1,40,40,5,32400,1,1,0,-1,-1,-1,[0|0|0|0|0|0|0]
60344800,,1,0,[0|0|0],0,0,1,0,0,-1,10,10,60010,0,1,-1,40,40,5,32400,1,1,0,-1,-1,-1,[0|0|0|0|0|0|0]
60344900,,1,0,[0|0|0],0,0,1,0,0,-1,10,10,60010,0,1,-1,40,40,5,32400,1,1,0,-1,-1,-1,[0|0|0|0|0|0|0]
60345000,,1,0,[0|0|0],0,0,1,0,0,-1,10,10,60010,0,1,-1,40,40,5,32400,1,1,0,-1,-1,-1,[0|0|0|0|0|0|0]
60345100,,1,0,[0|0|0],0,0,1,0,0,-1,10,10,60010,0,1,-1,40,40,5,32400,1,1,0,-1,-1,-1,[0|0|0|0|0|0|0]
60345200,,1,0,[0|0|0],0,0,1,0,0,-1,10,10,60010,0,1,-1,40,40,5,32400,1,1,0,-1,-1,-1,[0|0|0|0|0|0|0]
60345300,,1,0,[0|0|0],0,0,2,0,0,-1,20,20,-1,0,1,-1,40,40,5,32400,1,1,0,-1,-1,-1,[0|0|0|0|0|0|0]
60345400,,1,0,[0|0|0],0,0,2,0,0,-1,20,20,-1,0,1,-1,40,40,5,32400,1,1,0,-1,-1,-1,[0|0|0|0|0|0|0]
60345500,,1,0,[0|0|0],0,0,2,0,0,-1,20,20,-1,0,1,-1,40,40,5,32400,1,1,0,-1,-1,-1,[0|0|0|0|0|0|0]
60354000,,1,0,[0|0|0],0,0,1,0,0,-1,10,10,60010,0,1,-1,40,40,5,32400,1,1,0,-1,-1,-1,[0|0|0|0|0|0|0]
60354100,,1,0,[0|0|0],0,0,1,0,0,-1,10,10,60010,0,1,-1,40,40,5,32400,1,1,0,-1,-1,-1,[0|0|0|0|0|0|0]
60354200,,1,0,[0|0|0],0,0,1,0,0,-1,10,10,60010,0,1,-1,40,40,5,32400,1,1,0,-1,-1,-1,[0|0|0|0|0|0|0]
60354300,,1,0,[0|0|0],0,0,1,0,0,-1,10,10,60010,0,1,-1,40,40,5,32400,1,1,0,-1,-1,-1,[0|0|0|0|0|0|0]
60354400,,1,0,[0|0|0],0,0,1,0,0,-1,10,10,60010,0,1,-1,40,40,5,32400,1,1,0,-1,-1,-1,[0|0|0|0|0|0|0]
60354500,,1,0,[0|0|0],0,0,1,0,0,-1,10,10,60010,0,1,-1,40,40,5,32400,1,1,0,-1,-1,-1,[0|0|0|0|0|0|0]
60354600,,1,0,[0|0|0],0,0,1,0,0,-1,10,10,60010,0,1,-1,40,40,5,32400,1,1,0,-1,-1,-1,[0|0|0|0|0|0|0]
60354700,,1,0,[0|0|0],0,0,1,0,0,-1,10,10,60010,0,1,-1,40,40,5,32400,1,1,0,-1,-1,-1,[0|0|0|0|0|0|0]
60354800,,1,0,[0|0|0],0,0,1,0,0,-1,10,10,60010,0,1,-1,40,40,5,32400,1,1,0,-1,-1,-1,[0|0|0|0|0|0|0]
60354900,,1,0,[0|0|0],0,0,1,0,0,-1,10,10,60010,0,1,-1,40,40,5,32400,1,1,0,-1,-1,-1,[0|0|0|0|0|0|0]
