ID,Name,disableParam_NT,disableParamReserve1,disableParamReserve2,eventFlagId,distViewEventFlagId,iconId,bgmPlaceType,isAreaIcon,isOverrideDistViewMarkPos,isEnableNoText,pad3,areaNo_forDistViewMark,gridXNo_forDistViewMark,gridZNo_forDistViewMark,clearedEventFlagId,dispMask00,dispMask01,dispMask02,pad2_0,pad2,distViewIconId,angle,areaNo,gridXNo,gridZNo,pad,posX,posY,posZ,textId1,textEnableFlagId1,textDisableFlagId1,textId2,textEnableFlagId2,textDisableFlagId2,textId3,textEnableFlagId3,textDisableFlagId3,textId4,textEnableFlagId4,textDisableFlagId4,textId5,textEnableFlagId5,textDisableFlagId5,textId6,textEnableFlagId6,textDisableFlagId6,textId7,textEnableFlagId7,textDisableFlagId7,textId8,textEnableFlagId8,textDisableFlagId8,textType1,textType2,textType3,textType4,textType5,textType6,textType7,textType8,distViewId,posX_forDistViewMark,posY_forDistViewMark,posZ_forDistViewMark,distViewId1,distViewId2,distViewId3,dispMinZoomStep,selectMinZoomStep,entryFEType,unknown_0xb7,unknown_0xb8,unknown_0xb9,pad4,textEnableFlag2Id1,textEnableFlag2Id2,textEnableFlag2Id3,textEnableFlag2Id4,textEnableFlag2Id5,textEnableFlag2Id6,textEnableFlag2Id7,textEnableFlag2Id8,textDisableFlag2Id1,textDisableFlag2Id2,textDisableFlag2Id3,textDisableFlag2Id4,textDisableFlag2Id5,textDisableFlag2Id6,textDisableFlag2Id7,textDisableFlag2Id8,
78520,,1,0,[0|0|0],78520,0,83,999,0,0,1,0,0,0,0,0,1,0,0,0,0,0,174.42,60,49,54,0,-97.72,1321.17,-3.73,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,0,83,0,[0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78521,,1,0,[0|0|0],78521,0,83,999,0,0,1,0,0,0,0,0,1,0,0,0,0,0,165.16,60,49,55,0,-104.47,1266.91,105.83,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,0,83,0,[0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95100,,0,0,[0|0|0],78100,0,83,999,0,0,1,0,0,0,0,0,1,0,0,0,0,0,172.69,60,42,36,0,-12.83,90.7,-54.5,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,0,83,0,[0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95101,,0,0,[0|0|0],78101,0,83,999,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-169.69,60,42,36,0,-45.39,92.34,80.98,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,0,83,0,[0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95102,,0,0,[0|0|0],78102,0,83,999,0,0,1,0,0,0,0,0,1,0,0,0,0,0,122.76,60,42,37,0,9.65,111.75,112.42,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,0,83,0,[0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95103,,0,0,[0|0|0],78103,0,83,999,0,0,1,0,0,0,0,0,1,0,0,0,0,0,65.44,60,41,38,0,17.15,205.76,17.04,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,0,83,0,[0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95104,,0,0,[0|0|0],78104,0,83,999,0,0,1,0,0,0,0,0,1,0,0,0,0,0,46.25,10,0,0,0,36.35,-11.28,5.36,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,0,83,0,[0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95110,,1,0,[0|0|0],78110,0,83,999,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-26.15,60,44,35,0,-38.24,74.57,47.26,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,0,83,0,[0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95111,,1,0,[0|0|0],78111,0,83,999,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4.15,60,44,34,0,103.03,42.56,0.57,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,0,83,0,[0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95112,,1,0,[0|0|0],78112,0,83,999,0,0,1,0,0,0,0,0,1,0,0,0,0,0,28.65,60,44,33,0,81.25,43.31,-94.8,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,0,83,0,[0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95113,,1,0,[0|0|0],78113,0,83,999,0,0,1,0,0,0,0,0,1,0,0,0,0,0,27.29,60,43,31,0,104.4,14.26,-2.87,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,0,83,0,[0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95200,,1,0,[0|0|0],78200,0,83,999,0,0,1,0,0,0,0,0,1,0,0,0,0,0,125.59,60,39,40,0,16.21,337.66,-71.12,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,0,83,0,[0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95201,,1,0,[0|0|0],78201,0,83,999,0,0,1,0,0,0,0,0,1,0,0,0,0,0,155,60,38,40,0,44.1,238.15,115.16,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,0,83,0,[0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95202,,1,0,[0|0|0],78202,0,83,999,0,0,1,0,0,0,0,0,1,0,0,0,0,0,124,60,38,41,0,-79.03,237.38,76.52,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,0,83,0,[0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95203,,1,0,[0|0|0],78203,0,83,999,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-169,60,37,42,0,-98.21,249.63,24.97,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,0,83,0,[0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95204,,1,0,[0|0|0],78204,0,83,999,0,0,1,0,0,0,0,0,1,0,0,0,0,0,137,60,37,44,0,-30.06,237.57,-97.82,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,0,83,0,[0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95205,,1,0,[0|0|0],78205,0,83,999,0,0,1,0,0,0,0,0,1,0,0,0,0,0,146.87,60,35,45,0,106.39,268.07,-62.81,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,0,83,0,[0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95206,,1,0,[0|0|0],78206,0,83,999,0,0,1,0,0,0,0,0,1,0,0,0,0,0,29.9,60,35,46,0,-92.91,321.84,-33,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,0,83,0,[0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95210,,1,0,[0|0|0],78210,0,83,999,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-161.69,60,36,48,0,-87.24,320.99,-98.51,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,0,83,0,[0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95211,,1,0,[0|0|0],78211,0,83,999,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-126.06,60,36,49,0,8.32,322,-92.02,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,0,83,0,[0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95212,,1,0,[0|0|0],78212,0,83,999,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-127.17,60,38,50,0,-17.12,367.22,-63.05,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,0,83,0,[0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95220,,1,0,[0|0|0],78220,0,83,999,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-162.552,60,33,46,0,-59.88,261.11,-64.61,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,0,83,0,[0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95221,,1,0,[0|0|0],78221,0,83,999,0,0,1,0,0,0,0,0,1,0,0,0,0,0,147.53,60,34,47,0,76.72,240.07,45.37,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,0,83,0,[0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95222,,1,0,[0|0|0],78222,0,83,999,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-145.69,60,34,48,0,-52.58,256.58,13.38,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,0,83,0,[0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95223,,1,0,[0|0|0],78223,0,83,999,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-135.85,60,34,49,0,52.06,272.87,-68.56,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,0,83,0,[0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95224,,1,0,[0|0|0],78224,0,83,999,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-165.36,60,35,50,0,-17.51,316.1,-134.47,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,0,83,0,[0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95230,,1,0,[0|0|0],78230,0,83,999,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-142.95,60,34,50,0,-56.55,511.64,23.86,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,0,83,0,[0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95300,,1,0,[0|0|0],78300,0,83,999,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-124.208,60,37,51,0,-46.07,656.41,-62.55,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,0,83,0,[0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95301,,1,0,[0|0|0],78301,0,83,999,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-88.56,60,38,51,0,-21.78,766.15,50.08,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,0,83,0,[0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95302,,1,0,[0|0|0],78302,0,83,999,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-88.9,60,39,51,0,92.64,760.46,-0.24,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,0,83,0,[0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95303,,1,0,[0|0|0],78303,0,83,999,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-145.95,60,42,51,0,-51.35,850.21,-44.33,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,0,83,0,[0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95304,,1,0,[0|0|0],78304,0,83,999,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-63.09,60,43,53,0,-53.66,949.59,-78.08,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,0,83,0,[0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95310,,1,0,[0|0|0],78310,0,83,999,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-153.53,60,40,52,0,109.35,828.3,138.86,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,0,83,0,[0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95311,,1,0,[0|0|0],78311,0,83,999,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-48.75,60,41,54,0,76.83,887.5,74,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,0,83,0,[0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95350,,1,0,[0|0|0],78350,0,83,999,0,0,1,0,0,0,0,0,1,0,0,0,0,0,44.835,60,40,54,0,66.43,820.57,113.11,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,0,83,0,[0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95351,,1,0,[0|0|0],78351,0,83,999,0,0,1,0,0,0,0,0,1,0,0,0,0,0,125.78,60,39,53,0,-98.56,812.82,37.45,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,0,83,0,[0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95352,,1,0,[0|0|0],78352,0,83,999,0,0,1,0,0,0,0,0,1,0,0,0,0,0,104.8,60,38,54,0,28.19,860.99,-123.25,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,0,83,0,[0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95353,,1,0,[0|0|0],78353,0,83,999,0,0,1,0,0,0,0,0,1,0,0,0,0,0,21.766,60,36,54,0,117.71,1010.8,25.47,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,0,83,0,[0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95400,,1,0,[0|0|0],78400,0,83,999,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-103.67,60,46,40,0,105.37,171.01,-65.19,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,0,83,0,[0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95401,,1,0,[0|0|0],78401,0,83,999,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-19.1,60,47,40,0,105.3,164.36,-19.64,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,0,83,0,[0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95402,,1,0,[0|0|0],78402,0,83,999,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-0.95,60,48,39,0,-87.89,130.94,0.89,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,0,83,0,[0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95403,,1,0,[0|0|0],78403,0,83,999,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-68,60,48,38,0,-104.24,98.17,22.25,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,0,83,0,[0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95404,,1,0,[0|0|0],78404,0,83,999,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-129.574,60,48,38,0,-2.02,71.81,-32.27,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,0,83,0,[0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95405,,1,0,[0|0|0],78405,0,83,999,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-128.5,60,49,38,0,-58.46,64.29,115.31,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,0,83,0,[0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95406,,1,0,[0|0|0],78406,0,83,999,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-165,60,49,39,0,99.48,65.49,-31.72,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,0,83,0,[0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
