ID,Name,SfxId,WindSfxId,GroundHitSfxId,SoundId,WetTime,GparamId,NextLotIngameSecondsMin,NextLotIngameSecondsMax,WetSpEffectId00,WetSpEffectId01,WetSpEffectId02,WetSpEffectId03,WetSpEffectId04,SfxIdInoor,SfxIdOutdoor,aiSightRate,DistViewWeatherGparamOverrideWeight,
4250,,-1,-1,-1,-1,-1,0,3600,7200,-1,-1,-1,-1,-1,-1,-1,0.9,0.3
4251,,-1,-1,-1,-1,-1,0,2400,5200,-1,-1,-1,-1,-1,-1,-1,0.8,0.3
4252,,-1,-1,-1,-1,-1,0,3600,7200,-1,-1,-1,-1,-1,-1,-1,0.8,0.3
4260,,-1,-1,-1,-1,-1,0,2400,5200,-1,-1,-1,-1,-1,-1,-1,1,-1
5001,,-1,808006,-1,-1,-1,701,3600,7200,-1,-1,-1,-1,-1,-1,-1,1,-1
5010,,-1,808006,-1,-1,-1,702,3600,7200,-1,-1,-1,-1,-1,-1,-1,1,-1
5011,,-1,808006,-1,-1,-1,703,3600,7200,-1,-1,-1,-1,-1,-1,-1,1,-1
5020,,806100,808006,1004010,806100,20,704,3600,7200,4650,4600,-1,-1,-1,-1,-1,1,0.3
5021,,806100,808006,1004010,806100,20,704,2400,5200,4651,4601,-1,-1,-1,-1,-1,0.9,0.3
5030,,806130,808004,1004010,806130,20,706,2400,5200,4652,4602,-1,-1,-1,-1,806132,0.8,0.3
5050,,-1,808006,-1,-1,-1,707,3600,7200,-1,-1,-1,-1,-1,-1,-1,0.9,0.3
5051,,-1,808006,-1,-1,-1,708,2400,5200,-1,-1,-1,-1,-1,-1,-1,0.8,0.3
5060,,-1,808006,-1,-1,-1,709,3600,7200,-1,-1,-1,-1,-1,-1,-1,1,-1
5084,,-1,808006,-1,-1,-1,0,3600,7200,-1,-1,-1,-1,-1,-1,-1,1,-1
5085,,-1,808006,-1,-1,-1,0,3600,7200,-1,-1,-1,-1,-1,-1,-1,1,-1
5501,,-1,808006,-1,-1,-1,721,3600,7200,-1,-1,-1,-1,-1,-1,-1,1,-1
5511,,-1,808006,-1,-1,-1,726,3600,7200,-1,-1,-1,-1,-1,-1,-1,1,-1
5520,,806100,808006,1004010,806100,20,724,3600,7200,4650,4600,-1,-1,-1,-1,-1,1,0.3
5521,,806100,808006,1004010,806100,20,724,2400,5200,4651,4601,-1,-1,-1,-1,-1,0.9,0.3
5530,,806130,808004,1004010,806130,20,722,2400,5200,4652,4602,-1,-1,-1,-1,806132,0.8,0.3
5540,,806120,808006,-1,-1,20,723,3600,7200,-1,-1,-1,-1,-1,-1,-1,1,0.3
5541,,806121,808006,-1,-1,20,723,3600,7200,-1,-1,-1,-1,-1,-1,-1,0.9,0.3
5550,,-1,808006,-1,-1,-1,725,3600,7200,-1,-1,-1,-1,-1,-1,-1,0.9,0.3
5582,,806130,808006,1004010,806120,20,722,3600,7200,-1,-1,-1,-1,-1,-1,806132,1,0.3
6000,,-1,808006,-1,-1,-1,0,3600,7200,-1,-1,-1,-1,-1,-1,861001,1,-1
6001,,-1,808006,-1,-1,-1,741,3600,7200,-1,-1,-1,-1,-1,-1,-1,1,-1
6010,,-1,808006,-1,-1,-1,750,3600,7200,-1,-1,-1,-1,-1,-1,861003,1,-1
6011,,-1,808006,-1,-1,-1,0,3600,7200,-1,-1,-1,-1,-1,-1,-1,1,-1
6020,,806100,808006,1004010,806100,20,744,3600,7200,4650,4600,-1,-1,-1,-1,-1,1,0.3
6021,,806100,808006,1004010,806100,20,744,2400,5200,4651,4601,-1,-1,-1,-1,-1,0.9,0.3
6030,,806130,808004,1004010,806130,20,746,2400,5200,4652,4602,-1,-1,-1,-1,806132,0.8,0.3
6050,,-1,808006,-1,-1,-1,747,3600,7200,-1,-1,-1,-1,-1,-1,-1,0.9,0.3
6051,,-1,808006,-1,-1,-1,748,2400,5200,-1,-1,-1,-1,-1,-1,-1,0.8,0.3
6084,,-1,808006,1004010,806100,20,0,3600,7200,4650,4600,-1,-1,-1,-1,822010,1,0.3
6501,,-1,808006,-1,-1,-1,761,3600,7200,-1,-1,-1,-1,-1,-1,-1,1,-1
6550,,-1,808006,-1,-1,-1,767,3600,7200,-1,-1,-1,-1,-1,-1,-1,0.9,0.3
6551,,-1,808006,-1,-1,-1,768,2400,5200,-1,-1,-1,-1,-1,-1,-1,0.8,0.3
7001,,-1,808006,-1,-1,-1,781,3600,7200,-1,-1,-1,-1,-1,-1,-1,1,-1
7030,,861124,808004,-1,-1,-1,784,3600,7200,-1,-1,-1,-1,-1,-1,861126,1,-1
7031,,861124,808004,-1,-1,-1,783,3600,7200,-1,-1,-1,-1,-1,-1,861126,1,-1
7060,,-1,808004,-1,806130,-1,785,2400,5200,4652,4602,-1,-1,-1,-1,806132,0.8,0.3
7082,,861121,808004,-1,-1,-1,782,3600,7200,-1,-1,-1,-1,-1,-1,861125,1,-1
7084,,806100,808006,1004010,806100,20,0,3600,7200,4650,4600,-1,-1,-1,-1,-1,1,0.3
7501,,-1,808006,-1,-1,-1,801,3600,7200,-1,-1,-1,-1,-1,-1,-1,1,-1
7585,,821000,808006,-1,-1,-1,0,3600,7200,-1,-1,-1,-1,-1,-1,-1,1,-1
7810,,-1,808006,-1,-1,-1,0,3600,7200,-1,-1,-1,-1,-1,-1,-1,1,-1
7811,,-1,808006,-1,-1,-1,0,3600,7200,-1,-1,-1,-1,-1,-1,-1,1,-1
7820,,806100,808006,1004010,806100,20,815,3600,7200,4650,4600,-1,-1,-1,-1,-1,1,0.3
7821,,806100,808006,1004010,806100,20,815,2400,5200,4651,4601,-1,-1,-1,-1,-1,0.9,0.3
7830,,806130,808004,1004010,806130,20,814,2400,5200,4652,4602,-1,-1,-1,-1,806132,0.8,0.3
7850,,-1,808006,-1,-1,-1,812,3600,7200,-1,-1,-1,-1,-1,-1,-1,0.9,0.3
7851,,-1,808006,-1,-1,-1,813,2400,5200,-1,-1,-1,-1,-1,-1,-1,0.8,0.3
100030,,-1,-1,-1,-1,-1,0,2400,5200,-1,-1,-1,-1,-1,-1,-1,0.8,-1
100031,,-1,-1,-1,-1,-1,0,3600,7200,-1,-1,-1,-1,-1,-1,-1,1,-1
110020,,-1,-1,-1,-1,-1,115,3600,7200,-1,-1,-1,-1,-1,-1,-1,1,0.3
110021,,-1,-1,-1,-1,-1,116,2400,5200,-1,-1,-1,-1,-1,-1,-1,0.9,0.3
110521,,-1,-1,-1,-1,-1,116,2400,5200,-1,-1,-1,-1,-1,-1,-1,0.9,0.3
111001,,-1,-1,-1,-1,-1,112,3600,7200,-1,-1,-1,-1,-1,-1,-1,1,-1
111060,,-1,-1,-1,-1,-1,111,3600,7200,-1,-1,-1,-1,-1,-1,-1,1,-1
117111,,-1,-1,-1,-1,-1,119,3600,7200,-1,-1,-1,-1,-1,-1,-1,1,-1
120311,,-1,-1,-1,-1,-1,120,3600,7200,-1,-1,-1,-1,-1,-1,-1,1,-1
130001,,-1,-1,-1,-1,-1,130,3600,7200,-1,-1,-1,-1,-1,-1,-1,1,-1
130010,,-1,-1,-1,-1,-1,130,3600,7200,-1,-1,-1,-1,-1,-1,-1,1,-1
130011,,-1,-1,-1,-1,-1,130,3600,7200,-1,-1,-1,-1,-1,-1,-1,1,-1
130030,,-1,-1,-1,-1,-1,131,2400,5200,-1,-1,-1,-1,-1,-1,-1,0.8,0.3
130060,,-1,-1,-1,-1,-1,130,3600,7200,-1,-1,-1,-1,-1,-1,-1,1,-1
140001,,-1,-1,-1,-1,-1,140,3600,7200,-1,-1,-1,-1,-1,-1,-1,1,-1
140020,,-1,-1,-1,-1,-1,80,3600,7200,-1,-1,-1,-1,-1,-1,-1,1,-1
150040,,-1,-1,-1,-1,-1,0,3600,7200,-1,-1,-1,-1,-1,-1,-1,1,-1
200000,,-1,808006,-1,-1,-1,0,3600,7200,-1,-1,-1,-1,-1,-1,-1,1,-1
200010,,-1,808006,-1,-1,-1,823,3600,7200,-1,-1,-1,-1,-1,-1,-1,1,-1
200011,,-1,808006,-1,-1,-1,824,3600,7200,-1,-1,-1,-1,-1,-1,-1,1,-1
200041,,806121,808006,-1,-1,20,821,3600,7200,-1,-1,-1,-1,-1,-1,-1,1,-1
200082,,806130,808006,1004010,806120,20,822,3600,7200,-1,-1,-1,-1,-1,-1,806132,1,0.3
200110,,-1,808006,-1,-1,-1,834,3600,7200,-1,-1,-1,-1,-1,-1,-1,1,-1
200111,,-1,808006,-1,-1,-1,833,3600,7200,-1,-1,-1,-1,-1,-1,-1,1,-1
200140,,806120,808006,-1,-1,20,831,3600,7200,-1,-1,-1,-1,-1,-1,-1,1,0.3
200141,,806121,808006,-1,-1,20,831,3600,7200,-1,-1,-1,-1,-1,-1,-1,0.9,0.3
200182,,806130,808006,1004010,806120,20,832,3600,7200,-1,-1,-1,-1,-1,-1,806132,1,0.3
280000,,-1,808006,-1,-1,-1,0,3600,7200,-1,-1,-1,-1,-1,-1,-1,1,-1
280060,,828700,808006,-1,-1,-1,881,3600,7200,-1,-1,-1,-1,-1,-1,-1,1,-1
341021,,-1,-1,-1,-1,-1,148,2400,5200,-1,-1,-1,-1,-1,-1,-1,0.9,0.3
341051,,-1,-1,-1,-1,-1,149,2400,5200,-1,-1,-1,-1,-1,-1,-1,0.8,0.3
341121,,-1,-1,-1,-1,-1,148,2400,5200,-1,-1,-1,-1,-1,-1,-1,0.9,0.3
341151,,-1,-1,-1,-1,-1,149,2400,5200,-1,-1,-1,-1,-1,-1,-1,0.8,0.3
341251,,-1,-1,-1,-1,-1,149,2400,5200,-1,-1,-1,-1,-1,-1,-1,0.8,0.3
341351,,-1,-1,-1,-1,-1,149,2400,5200,-1,-1,-1,-1,-1,-1,-1,0.8,0.3
341421,,-1,-1,-1,-1,-1,116,2400,5200,-1,-1,-1,-1,-1,-1,-1,0.9,0.3
341450,,-1,-1,-1,-1,-1,118,2400,5200,-1,-1,-1,-1,-1,-1,-1,0.8,0.3
341451,,-1,-1,-1,-1,-1,117,2400,5200,-1,-1,-1,-1,-1,-1,-1,0.8,0.3
341501,,-1,-1,-1,-1,-1,0,3600,7200,-1,-1,-1,-1,-1,-1,-1,1,-1
341510,,-1,-1,-1,-1,-1,0,3600,7200,-1,-1,-1,-1,-1,-1,-1,1,-1
341511,,-1,-1,-1,-1,-1,0,3600,7200,-1,-1,-1,-1,-1,-1,-1,1,-1
341520,,-1,-1,-1,-1,-1,0,3600,7200,-1,-1,-1,-1,-1,-1,-1,1,0.3
341521,,-1,-1,-1,-1,-1,0,2400,5200,-1,-1,-1,-1,-1,-1,-1,0.9,0.3
341550,,-1,-1,-1,-1,-1,0,3600,7200,-1,-1,-1,-1,-1,-1,-1,0.9,0.3
341551,,-1,-1,-1,-1,-1,0,2400,5200,-1,-1,-1,-1,-1,-1,-1,0.8,0.3
392010,,-1,-1,-1,-1,-1,0,3600,7200,-1,-1,-1,-1,-1,-1,-1,1,-1
392011,,-1,-1,-1,-1,-1,0,3600,7200,-1,-1,-1,-1,-1,-1,-1,1,-1
392020,,-1,-1,-1,-1,-1,0,3600,7200,-1,-1,-1,-1,-1,-1,-1,1,-1
392021,,-1,-1,-1,-1,-1,0,2400,5200,-1,-1,-1,-1,-1,-1,-1,0.9,-1
392030,,-1,-1,-1,-1,-1,0,2400,5200,-1,-1,-1,-1,-1,-1,-1,0.8,-1
