ID,Name,lodRange,lod0ClusterType,lod1ClusterType,lod2ClusterType,pad0,distributionType,baseDensity,model0Name,flatTextureName,billboardTextureName,normalInfluence,inclinationMax,inclinationJitter,scaleBaseMin,scaleBaseMax,scaleHeightMin,scaleHeightMax,colorShade1_r,colorShade1_g,colorShade1_b,colorShade2_r,colorShade2_g,colorShade2_b,flatSplitType,flatBladeCount,flatSlant,flatRadius,castShadow,windAmplitude,pad1,windCycle,orientationAngle,orientationRange,spacing,dithering,pad,simpleModelName,model1Name,
340,Clovers,22,1,5,0,[0|0],0,1,AEG098_166,AET005_004_a,AET005_004_a,90,30,0,85,110,75,150,255,255,255,255,255,255,0,2,0,0,0,80,0,40,-1,-1,0,0,[0|0|0],AEG098_166,AEG098_166
342,Yellow & Orange Grass,109,1,5,5,[0|0],0,2.5,AEG009_030,AET005_004_a,AET005_004_a,90,30,0,100,130,50,130,255,180,180,255,255,255,0,2,0,0,0,80,0,40,-1,-1,0,0,[0|0|0],AEG009_031,AEG009_031
343,Orange Grass Patches,111,1,5,5,[0|0],0,1.5,AEG009_032,AET005_004_a,AET005_004_a,90,30,0,60,110,20,105,220,250,200,255,255,255,0,2,0,0,0,80,0,40,-1,-1,0,0,[0|0|0],AEG009_031,AEG009_031
349,Dark-Grey Grass & Grey Flowers,14,1,5,0,[0|0],0,1,AEG098_270,AET005_004_a,AET005_004_a,90,30,0,85,110,75,150,255,255,255,255,255,255,0,2,0,0,0,80,0,40,-1,-1,0,0,[0|0|0],AEG098_270,AEG098_270
358,Short Dark-Green Grass,14,1,5,0,[0|0],0,1,AEG001_315,AET005_004_a,AET005_004_a,90,30,0,85,110,75,150,255,255,255,255,255,255,0,2,0,0,0,80,0,40,-1,-1,0,0,[0|0|0],AEG001_315,AEG001_316
361,Dark-Green Grass,14,1,1,0,[0|0],0,0.7,AEG001_335,AET005_004_a,AET005_004_a,90,10,0,100,100,50,100,255,255,255,255,255,255,0,2,0,0,0,80,0,40,-1,-1,0,0,[0|0|0],AEG001_335,AEG001_335
362,Blue Flowers,14,1,5,0,[0|0],0,0.7,AEG001_336,AET005_004_a,AET005_004_a,90,10,0,100,100,50,100,255,255,255,255,255,255,0,2,0,0,0,80,0,40,-1,-1,0,0,[0|0|0],AEG001_254,AEG001_536
363,Pebbles,14,1,2,0,[0|0],0,2,AEG098_020,AET005_031_a,AET005_031_a,100,30,0,90,100,90,110,255,255,255,255,255,255,0,6,0,0,0,80,0,40,-1,-1,0,0,[0|0|0],,
364,Small Pebbles,14,1,2,0,[0|0],0,1,AEG098_026,AET005_031_a,AET005_031_a,100,30,0,65,100,65,100,255,255,255,255,255,255,0,2,0,0,0,80,0,40,-1,-1,0,0,[0|0|0],,
365,Rocks,14,1,1,0,[0|0],0,0.7,AEG098_028,AET005_031_a,AET005_031_a,100,30,0,65,100,65,100,255,255,255,255,255,255,0,2,0,0,0,80,0,40,-1,-1,0,0,[0|0|0],,
366,Bricks,14,1,1,0,[0|0],0,4,AEG098_022,AET005_031_a,AET005_031_a,100,30,0,65,100,65,100,255,255,255,255,255,255,0,2,0,0,0,80,0,40,-1,-1,0,0,[0|0|0],,
367,Green Grass Varied,22,1,5,0,[0|0],0,1,AEG098_163,AET005_004_a,AET005_004_a,90,30,0,85,110,75,150,255,255,255,255,255,255,0,2,0,0,0,80,0,40,-1,-1,0,0,[0|0|0],AEG098_163,AEG098_163
407,Green Grass,110,1,5,5,[0|0],0,2.5,AEG001_061,AET005_004_a,AET005_004_a,90,30,0,90,110,55,120,180,180,255,255,255,255,0,2,0,0,0,80,0,40,-1,-1,0,0,[0|0|0],AEG001_061,AEG001_062
408,Tall Green Grass,111,1,5,5,[0|0],0,2,AEG001_063,AET005_004_a,AET005_004_a,90,30,0,60,110,20,105,180,180,100,255,255,255,0,2,0,0,0,80,0,40,-1,-1,0,0,[0|0|0],AEG001_065,AEG001_064
442,Orange & Yellow Grass,209,1,5,5,[0|0],0,2.5,AEG009_030,AET005_004_a,AET005_004_a,90,30,0,100,130,50,130,255,180,180,255,255,255,0,2,0,0,0,80,0,40,-1,-1,0,0,[0|0|0],AEG009_031,AEG009_031
443,Orange & Yellow Grass Patches,211,1,5,5,[0|0],0,1.5,AEG009_032,AET005_004_a,AET005_004_a,90,30,0,60,110,20,105,220,250,200,255,255,255,0,2,0,0,0,80,0,40,-1,-1,0,0,[0|0|0],AEG009_031,AEG009_031
1001,,210,1,5,5,[0|0],0,2.5,AEG400_682,,,90,30,0,80,120,80,120,255,180,180,255,255,255,0,2,0,0,0,80,0,40,-1,-1,0,0,[0|0|0],AEG400_684,AEG400_684
1002,,211,1,5,5,[0|0],0,1.5,AEG400_683,,,90,30,0,80,120,80,120,220,250,200,255,255,255,0,2,0,0,0,80,0,40,-1,-1,0,0,[0|0|0],AEG400_684,AEG400_684
2000,,410,1,5,0,[0|0],0,1.5,AEG460_001,AET005_004_a,AET005_004_a,90,30,0,90,110,55,120,175,155,125,255,255,255,0,2,0,0,0,80,0,40,-1,-1,0,0,[0|0|0],,AEG461_001
2999,,410,1,0,0,[0|0],0,1,,,,90,30,0,85,115,85,115,255,255,255,255,255,255,0,2,0,0,0,80,0,40,-1,-1,0,0,[0|0|0],,
